model,dataset,method,missing_ratio,mse_change_pct,class
TimesFM-2.5,traffic,mean,0.1,45.508982035928156,strictly increasing
TimesFM-2.5,traffic,mean,0.2,184.43113772455092,strictly increasing
TimesFM-2.5,traffic,mean,0.3,408.3832335329341,strictly increasing
TimesFM-2.5,traffic,saits,0.1,14.371257485029945,strictly increasing
TimesFM-2.5,traffic,saits,0.2,48.50299401197605,strictly increasing
TimesFM-2.5,traffic,saits,0.3,82.0359281437126,strictly increasing
TimesFM-2.5,weather,backward,0.1,1.5031361888102335,non-monotonic
TimesFM-2.5,weather,backward,0.2,-12.944257553541124,non-monotonic
TimesFM-2.5,weather,backward,0.3,-1.60565631028514,non-monotonic
TimesFM-2.5,weather,forward,0.1,0.3207013977496458,non-monotonic
TimesFM-2.5,weather,forward,0.2,-12.698135097286109,non-monotonic
TimesFM-2.5,weather,forward,0.3,2.6455445857027917,non-monotonic
TimesFM-2.5,weather,gp_rbf,0.1,3.973932119078536,non-monotonic
TimesFM-2.5,weather,gp_rbf,0.2,-24.34056993526797,non-monotonic
TimesFM-2.5,weather,gp_rbf,0.3,1.9370288767960364,non-monotonic
TimesFM-2.5,weather,kalman_arima,0.1,1.8241832155625657,non-monotonic
TimesFM-2.5,weather,kalman_arima,0.2,-10.397990265376507,non-monotonic
TimesFM-2.5,weather,kalman_arima,0.3,1.7257795108943048,non-monotonic
TimesFM-2.5,weather,kalman_struct,0.1,-7.341403637092145,non-monotonic
TimesFM-2.5,weather,kalman_struct,0.2,-14.527138584947355,non-monotonic
TimesFM-2.5,weather,kalman_struct,0.3,5.379588404241518,non-monotonic
TimesFM-2.5,weather,linear,0.1,0.5446393444307199,non-monotonic
TimesFM-2.5,weather,linear,0.2,-19.76227625611216,non-monotonic
TimesFM-2.5,weather,linear,0.3,3.584446133503283,non-monotonic
TimesFM-2.5,weather,mean,0.1,-5.116045131318611,non-monotonic
TimesFM-2.5,weather,mean,0.2,-8.954425450564926,non-monotonic
TimesFM-2.5,weather,mean,0.3,31.665639959448722,non-monotonic
TimesFM-2.5,weather,saits,0.1,1.3314669907761352,non-monotonic
TimesFM-2.5,weather,saits,0.2,-18.871231655499503,non-monotonic
TimesFM-2.5,weather,saits,0.3,5.785181722156762,non-monotonic
VisionTS++,Australia_Solar_H,backward,0.1,-2.857142857142857,non-monotonic
VisionTS++,Australia_Solar_H,backward,0.2,-6.753246753246753,non-monotonic
VisionTS++,Australia_Solar_H,backward,0.3,-0.2597402597402597,non-monotonic
VisionTS++,Australia_Solar_H,forward,0.1,-3.3766233766233764,non-monotonic
VisionTS++,Australia_Solar_H,forward,0.2,-3.3766233766233764,non-monotonic
VisionTS++,Australia_Solar_H,forward,0.3,0.0,non-monotonic
VisionTS++,Australia_Solar_H,gp_rbf,0.1,-6.493506493506493,non-monotonic
VisionTS++,Australia_Solar_H,gp_rbf,0.2,-6.493506493506493,non-monotonic
VisionTS++,Australia_Solar_H,gp_rbf,0.3,-4.675324675324675,non-monotonic
VisionTS++,Australia_Solar_H,kalman_arima,0.1,-5.454545454545454,non-monotonic
VisionTS++,Australia_Solar_H,kalman_arima,0.2,-7.532467532467532,non-monotonic
VisionTS++,Australia_Solar_H,kalman_arima,0.3,-4.675324675324675,non-monotonic
VisionTS++,Australia_Solar_H,kalman_struct,0.1,-2.5974025974025974,non-monotonic
VisionTS++,Australia_Solar_H,kalman_struct,0.2,13.506493506493506,non-monotonic
VisionTS++,Australia_Solar_H,kalman_struct,0.3,8.571428571428571,non-monotonic
VisionTS++,Australia_Solar_H,linear,0.1,-4.675324675324675,non-monotonic
VisionTS++,Australia_Solar_H,linear,0.2,-5.974025974025974,non-monotonic
VisionTS++,Australia_Solar_H,linear,0.3,-1.0389610389610389,non-monotonic
VisionTS++,Australia_Solar_H,mean,0.1,-5.974025974025974,non-monotonic
VisionTS++,Australia_Solar_H,mean,0.2,-7.532467532467532,non-monotonic
VisionTS++,Australia_Solar_H,mean,0.3,-5.454545454545454,non-monotonic
VisionTS++,Australia_Solar_H,saits,0.1,0.5194805194805194,strictly increasing
VisionTS++,Australia_Solar_H,saits,0.2,3.6363636363636362,strictly increasing
VisionTS++,Australia_Solar_H,saits,0.3,4.415584415584416,strictly increasing
VisionTS++,Coastal_T_S_15T,backward,0.1,-2.772228301755919,non-monotonic
VisionTS++,Coastal_T_S_15T,backward,0.2,-0.9592499113818117,non-monotonic
VisionTS++,Coastal_T_S_15T,backward,0.3,-13.512368882641592,non-monotonic
VisionTS++,Coastal_T_S_15T,forward,0.1,-1.7664824765061922,non-monotonic
VisionTS++,Coastal_T_S_15T,forward,0.2,6.262149374835599,non-monotonic
VisionTS++,Coastal_T_S_15T,forward,0.3,-9.826747317828225,non-monotonic
VisionTS++,Coastal_T_S_15T,gp_rbf,0.1,-6.118911275376307,non-monotonic
VisionTS++,Coastal_T_S_15T,gp_rbf,0.2,-8.709961067662942,non-monotonic
VisionTS++,Coastal_T_S_15T,gp_rbf,0.3,4.648589870773546,non-monotonic
VisionTS++,Coastal_T_S_15T,kalman_arima,0.1,-13.207577725900183,strictly decreasing
VisionTS++,Coastal_T_S_15T,kalman_arima,0.2,-14.170918936760756,strictly decreasing
VisionTS++,Coastal_T_S_15T,kalman_arima,0.3,-22.499845777187613,strictly decreasing
VisionTS++,Coastal_T_S_15T,kalman_struct,0.1,0.9799301517158246,non-monotonic
VisionTS++,Coastal_T_S_15T,kalman_struct,0.2,12.706457466307253,non-monotonic
VisionTS++,Coastal_T_S_15T,kalman_struct,0.3,-24.19963154864954,non-monotonic
VisionTS++,Coastal_T_S_15T,linear,0.1,0.8998621423855352,strictly decreasing
VisionTS++,Coastal_T_S_15T,linear,0.2,-2.4439867539917532,strictly decreasing
VisionTS++,Coastal_T_S_15T,linear,0.3,-19.07699431405262,strictly decreasing
VisionTS++,Coastal_T_S_15T,mean,0.1,-15.878311968190989,non-monotonic
VisionTS++,Coastal_T_S_15T,mean,0.2,-15.825593869699139,non-monotonic
VisionTS++,Coastal_T_S_15T,mean,0.3,-34.12663701255869,non-monotonic
VisionTS++,Coastal_T_S_15T,saits,0.1,-7.6502186128342435,non-monotonic
VisionTS++,Coastal_T_S_15T,saits,0.2,-12.997919936465529,non-monotonic
VisionTS++,Coastal_T_S_15T,saits,0.3,11.942876083381966,non-monotonic
VisionTS++,Coastal_T_S_20T,backward,0.1,6.92562278735701,strictly decreasing
VisionTS++,Coastal_T_S_20T,backward,0.2,2.1561978298733577,strictly decreasing
VisionTS++,Coastal_T_S_20T,backward,0.3,-5.046036651279413,strictly decreasing
VisionTS++,Coastal_T_S_20T,forward,0.1,1.3347055160889598,non-monotonic
VisionTS++,Coastal_T_S_20T,forward,0.2,5.0939011017025875,non-monotonic
VisionTS++,Coastal_T_S_20T,forward,0.3,0.6005122626312953,non-monotonic
VisionTS++,Coastal_T_S_20T,gp_rbf,0.1,5.929648680175674,non-monotonic
VisionTS++,Coastal_T_S_20T,gp_rbf,0.2,6.067794633354211,non-monotonic
VisionTS++,Coastal_T_S_20T,gp_rbf,0.3,0.6175581212889631,non-monotonic
VisionTS++,Coastal_T_S_20T,kalman_arima,0.1,-15.259582103551402,strictly decreasing
VisionTS++,Coastal_T_S_20T,kalman_arima,0.2,-34.378768757824126,strictly decreasing
VisionTS++,Coastal_T_S_20T,kalman_arima,0.3,-51.275728107120614,strictly decreasing
VisionTS++,Coastal_T_S_20T,kalman_struct,0.1,3.8285999313596575,non-monotonic
VisionTS++,Coastal_T_S_20T,kalman_struct,0.2,3.6873843128134487,non-monotonic
VisionTS++,Coastal_T_S_20T,kalman_struct,0.3,4.0803113813436775,non-monotonic
VisionTS++,Coastal_T_S_20T,linear,0.1,2.4473961575145466,non-monotonic
VisionTS++,Coastal_T_S_20T,linear,0.2,4.5542121218646905,non-monotonic
VisionTS++,Coastal_T_S_20T,linear,0.3,1.5350816907723672,non-monotonic
VisionTS++,Coastal_T_S_20T,mean,0.1,-18.56001587441888,strictly decreasing
VisionTS++,Coastal_T_S_20T,mean,0.2,-33.14558846243311,strictly decreasing
VisionTS++,Coastal_T_S_20T,mean,0.3,-53.090921360874724,strictly decreasing
VisionTS++,Coastal_T_S_20T,saits,0.1,-5.040472895927469,non-monotonic
VisionTS++,Coastal_T_S_20T,saits,0.2,0.1768072883711132,non-monotonic
VisionTS++,Coastal_T_S_20T,saits,0.3,-14.209929763504805,non-monotonic
VisionTS++,Coastal_T_S_5T,backward,0.1,2.301389206222067,non-monotonic
VisionTS++,Coastal_T_S_5T,backward,0.2,1.2947954297490323,non-monotonic
VisionTS++,Coastal_T_S_5T,backward,0.3,8.119996587149787,non-monotonic
VisionTS++,Coastal_T_S_5T,forward,0.1,4.451332515463601,non-monotonic
VisionTS++,Coastal_T_S_5T,forward,0.2,2.6315208809712773,non-monotonic
VisionTS++,Coastal_T_S_5T,forward,0.3,16.907535593828236,non-monotonic
VisionTS++,Coastal_T_S_5T,gp_rbf,0.1,-0.6618379749285798,strictly decreasing
VisionTS++,Coastal_T_S_5T,gp_rbf,0.2,-4.5186638046232,strictly decreasing
VisionTS++,Coastal_T_S_5T,gp_rbf,0.3,-4.961715170614557,strictly decreasing
VisionTS++,Coastal_T_S_5T,kalman_arima,0.1,-7.74672801255708,non-monotonic
VisionTS++,Coastal_T_S_5T,kalman_arima,0.2,-13.883454739848725,non-monotonic
VisionTS++,Coastal_T_S_5T,kalman_arima,0.3,-11.979009917834345,non-monotonic
VisionTS++,Coastal_T_S_5T,kalman_struct,0.1,0.7013730581003988,strictly increasing
VisionTS++,Coastal_T_S_5T,kalman_struct,0.2,4.010544073571569,strictly increasing
VisionTS++,Coastal_T_S_5T,kalman_struct,0.3,25.26239495073569,strictly increasing
VisionTS++,Coastal_T_S_5T,linear,0.1,0.5323989662742421,strictly increasing
VisionTS++,Coastal_T_S_5T,linear,0.2,1.1049459048575943,strictly increasing
VisionTS++,Coastal_T_S_5T,linear,0.3,8.844800299210256,strictly increasing
VisionTS++,Coastal_T_S_5T,mean,0.1,-6.39605732398916,non-monotonic
VisionTS++,Coastal_T_S_5T,mean,0.2,-10.583863423273046,non-monotonic
VisionTS++,Coastal_T_S_5T,mean,0.3,-7.834501000987334,non-monotonic
VisionTS++,Coastal_T_S_5T,saits,0.1,5.261240853606708,non-monotonic
VisionTS++,Coastal_T_S_5T,saits,0.2,7.392401934914256,non-monotonic
VisionTS++,Coastal_T_S_5T,saits,0.3,2.844735045932977,non-monotonic
VisionTS++,Coastal_T_S_H,backward,0.1,1.8987351005691944,strictly decreasing
VisionTS++,Coastal_T_S_H,backward,0.2,1.205956263274035,strictly decreasing
VisionTS++,Coastal_T_S_H,backward,0.3,-1.7455380791999358,strictly decreasing
VisionTS++,Coastal_T_S_H,forward,0.1,2.327763473516092,non-monotonic
VisionTS++,Coastal_T_S_H,forward,0.2,0.27674414544700937,non-monotonic
VisionTS++,Coastal_T_S_H,forward,0.3,1.8617712655138945,non-monotonic
VisionTS++,Coastal_T_S_H,gp_rbf,0.1,0.8205970473505098,non-monotonic
VisionTS++,Coastal_T_S_H,gp_rbf,0.2,-0.9457444492878669,non-monotonic
VisionTS++,Coastal_T_S_H,gp_rbf,0.3,-0.7422179654645058,non-monotonic
VisionTS++,Coastal_T_S_H,kalman_arima,0.1,-6.686869828987145,non-monotonic
VisionTS++,Coastal_T_S_H,kalman_arima,0.2,-6.130575420714655,non-monotonic
VisionTS++,Coastal_T_S_H,kalman_arima,0.3,-7.164165277329583,non-monotonic
VisionTS++,Coastal_T_S_H,kalman_struct,0.1,3.0200238903705063,non-monotonic
VisionTS++,Coastal_T_S_H,kalman_struct,0.2,6.566647177816508,non-monotonic
VisionTS++,Coastal_T_S_H,kalman_struct,0.3,-6.906139702677836,non-monotonic
VisionTS++,Coastal_T_S_H,linear,0.1,1.9698453910529508,strictly decreasing
VisionTS++,Coastal_T_S_H,linear,0.2,0.2650239098132995,strictly decreasing
VisionTS++,Coastal_T_S_H,linear,0.3,-0.6316871118943046,strictly decreasing
VisionTS++,Coastal_T_S_H,mean,0.1,-36.68148075227344,non-monotonic
VisionTS++,Coastal_T_S_H,mean,0.2,-6.9359586959748505,non-monotonic
VisionTS++,Coastal_T_S_H,mean,0.3,-22.92010550859834,non-monotonic
VisionTS++,Coastal_T_S_H,saits,0.1,-0.6021610993346858,strictly decreasing
VisionTS++,Coastal_T_S_H,saits,0.2,-3.38906495228814,strictly decreasing
VisionTS++,Coastal_T_S_H,saits,0.3,-4.816105512111394,strictly decreasing
VisionTS++,ETTh1,backward,0.1,-0.16836962481159656,strictly decreasing
VisionTS++,ETTh1,backward,0.2,-8.357219240355493,strictly decreasing
VisionTS++,ETTh1,backward,0.3,-12.449760604449574,strictly decreasing
VisionTS++,ETTh1,forward,0.1,4.018067713346425,strictly decreasing
VisionTS++,ETTh1,forward,0.2,-1.4095788217147516,strictly decreasing
VisionTS++,ETTh1,forward,0.3,-10.309575571923059,strictly decreasing
VisionTS++,ETTh1,gp_rbf,0.1,4.196883492933792,non-monotonic
VisionTS++,ETTh1,gp_rbf,0.2,-8.753980244882737,non-monotonic
VisionTS++,ETTh1,gp_rbf,0.3,-5.129898927518915,non-monotonic
VisionTS++,ETTh1,kalman_arima,0.1,-1.8699171436921038,strictly decreasing
VisionTS++,ETTh1,kalman_arima,0.2,-8.484098236960648,strictly decreasing
VisionTS++,ETTh1,kalman_arima,0.3,-9.126137205563225,strictly decreasing
VisionTS++,ETTh1,kalman_struct,0.1,-1.336850795497438,non-monotonic
VisionTS++,ETTh1,kalman_struct,0.2,-8.808471151175072,non-monotonic
VisionTS++,ETTh1,kalman_struct,0.3,-1.1027448030147047,non-monotonic
VisionTS++,ETTh1,linear,0.1,-0.5737301091437818,strictly decreasing
VisionTS++,ETTh1,linear,0.2,-4.564786666657631,strictly decreasing
VisionTS++,ETTh1,linear,0.3,-6.232910160775966,strictly decreasing
VisionTS++,ETTh1,mean,0.1,-1.678496159107926,strictly decreasing
VisionTS++,ETTh1,mean,0.2,-21.32260836380183,strictly decreasing
VisionTS++,ETTh1,mean,0.3,-57.118251783574294,strictly decreasing
VisionTS++,ETTh1,saits,0.1,-1.141194376558203,strictly decreasing
VisionTS++,ETTh1,saits,0.2,-1.2439929976245576,strictly decreasing
VisionTS++,ETTh1,saits,0.3,-8.097121883877744,strictly decreasing
VisionTS++,ETTh2,backward,0.1,0.43836656274282276,strictly increasing
VisionTS++,ETTh2,backward,0.2,1.68077331000091,strictly increasing
VisionTS++,ETTh2,backward,0.3,9.791883935074743,strictly increasing
VisionTS++,ETTh2,forward,0.1,-1.5343513212304336,strictly increasing
VisionTS++,ETTh2,forward,0.2,3.847667977464133,strictly increasing
VisionTS++,ETTh2,forward,0.3,7.398874936637704,strictly increasing
VisionTS++,ETTh2,gp_rbf,0.1,-1.9280913429956654,non-monotonic
VisionTS++,ETTh2,gp_rbf,0.2,1.8194039730552316,non-monotonic
VisionTS++,ETTh2,gp_rbf,0.3,-0.9190427636796848,non-monotonic
VisionTS++,ETTh2,kalman_arima,0.1,-33.563527407094554,strictly decreasing
VisionTS++,ETTh2,kalman_arima,0.2,-38.85042328089123,strictly decreasing
VisionTS++,ETTh2,kalman_arima,0.3,-56.38766102327592,strictly decreasing
VisionTS++,ETTh2,kalman_struct,0.1,-4.986451203384959,non-monotonic
VisionTS++,ETTh2,kalman_struct,0.2,2.7342040367906257,non-monotonic
VisionTS++,ETTh2,kalman_struct,0.3,-1.4788052007947767,non-monotonic
VisionTS++,ETTh2,linear,0.1,-1.8702381174769804,strictly increasing
VisionTS++,ETTh2,linear,0.2,4.845855636830758,strictly increasing
VisionTS++,ETTh2,linear,0.3,9.351132096802099,strictly increasing
VisionTS++,ETTh2,mean,0.1,-32.91112944307802,strictly decreasing
VisionTS++,ETTh2,mean,0.2,-38.897718597241635,strictly decreasing
VisionTS++,ETTh2,mean,0.3,-57.51065635283117,strictly decreasing
VisionTS++,ETTh2,saits,0.1,-5.0220938019972,non-monotonic
VisionTS++,ETTh2,saits,0.2,-5.746832707700462,non-monotonic
VisionTS++,ETTh2,saits,0.3,4.594441531547728,non-monotonic
VisionTS++,EWELD_Load_15T,backward,0.1,-15.44622937745478,non-monotonic
VisionTS++,EWELD_Load_15T,backward,0.2,-19.228525291775693,non-monotonic
VisionTS++,EWELD_Load_15T,backward,0.3,-14.964263865734814,non-monotonic
VisionTS++,EWELD_Load_15T,forward,0.1,-7.756341422990934,strictly decreasing
VisionTS++,EWELD_Load_15T,forward,0.2,-10.35440343613045,strictly decreasing
VisionTS++,EWELD_Load_15T,forward,0.3,-20.87945962303014,strictly decreasing
VisionTS++,EWELD_Load_15T,gp_rbf,0.1,-14.26708588009616,strictly decreasing
VisionTS++,EWELD_Load_15T,gp_rbf,0.2,-16.064524318166903,strictly decreasing
VisionTS++,EWELD_Load_15T,gp_rbf,0.3,-20.441769685964548,strictly decreasing
VisionTS++,EWELD_Load_15T,kalman_arima,0.1,-12.20515543262072,non-monotonic
VisionTS++,EWELD_Load_15T,kalman_arima,0.2,-9.758020780378155,non-monotonic
VisionTS++,EWELD_Load_15T,kalman_arima,0.3,-16.967642084349848,non-monotonic
VisionTS++,EWELD_Load_15T,kalman_struct,0.1,-9.321418123505458,non-monotonic
VisionTS++,EWELD_Load_15T,kalman_struct,0.2,-5.9152513510221905,non-monotonic
VisionTS++,EWELD_Load_15T,kalman_struct,0.3,-6.297755932418782,non-monotonic
VisionTS++,EWELD_Load_15T,linear,0.1,-10.978783438006364,non-monotonic
VisionTS++,EWELD_Load_15T,linear,0.2,-9.374682243039153,non-monotonic
VisionTS++,EWELD_Load_15T,linear,0.3,-14.803581932444782,non-monotonic
VisionTS++,EWELD_Load_15T,mean,0.1,-15.060796592899766,non-monotonic
VisionTS++,EWELD_Load_15T,mean,0.2,-14.451514891490163,non-monotonic
VisionTS++,EWELD_Load_15T,mean,0.3,-20.58384440887885,non-monotonic
VisionTS++,EWELD_Load_15T,saits,0.1,-5.626524254673462,non-monotonic
VisionTS++,EWELD_Load_15T,saits,0.2,-2.955330670390305,non-monotonic
VisionTS++,EWELD_Load_15T,saits,0.3,-6.791693810923041,non-monotonic
VisionTS++,Finland_Traffic_15T,backward,0.1,-10.642215252414244,strictly decreasing
VisionTS++,Finland_Traffic_15T,backward,0.2,-18.58154921588381,strictly decreasing
VisionTS++,Finland_Traffic_15T,backward,0.3,-23.36423339201321,strictly decreasing
VisionTS++,Finland_Traffic_15T,forward,0.1,-9.132043969598547,non-monotonic
VisionTS++,Finland_Traffic_15T,forward,0.2,-23.602423696589874,non-monotonic
VisionTS++,Finland_Traffic_15T,forward,0.3,-22.69768921584879,non-monotonic
VisionTS++,Finland_Traffic_15T,gp_rbf,0.1,-7.798794999617881,strictly decreasing
VisionTS++,Finland_Traffic_15T,gp_rbf,0.2,-24.89398954936208,strictly decreasing
VisionTS++,Finland_Traffic_15T,gp_rbf,0.3,-27.886002702384584,strictly decreasing
VisionTS++,Finland_Traffic_15T,kalman_arima,0.1,-7.454650451547819,strictly decreasing
VisionTS++,Finland_Traffic_15T,kalman_arima,0.2,-23.77329146470665,strictly decreasing
VisionTS++,Finland_Traffic_15T,kalman_arima,0.3,-26.634963628130937,strictly decreasing
VisionTS++,Finland_Traffic_15T,kalman_struct,0.1,-3.872698166660402,non-monotonic
VisionTS++,Finland_Traffic_15T,kalman_struct,0.2,-16.487661949287812,non-monotonic
VisionTS++,Finland_Traffic_15T,kalman_struct,0.3,-7.9980966089180745,non-monotonic
VisionTS++,Finland_Traffic_15T,linear,0.1,-4.518573434645896,non-monotonic
VisionTS++,Finland_Traffic_15T,linear,0.2,-18.66750907306712,non-monotonic
VisionTS++,Finland_Traffic_15T,linear,0.3,-16.47847573977037,non-monotonic
VisionTS++,Finland_Traffic_15T,mean,0.1,-8.514963851210597,strictly decreasing
VisionTS++,Finland_Traffic_15T,mean,0.2,-24.97987713763567,strictly decreasing
VisionTS++,Finland_Traffic_15T,mean,0.3,-27.919511374811655,strictly decreasing
VisionTS++,Finland_Traffic_15T,saits,0.1,-3.962239345799163,non-monotonic
VisionTS++,Finland_Traffic_15T,saits,0.2,-12.8714541650603,non-monotonic
VisionTS++,Finland_Traffic_15T,saits,0.3,-10.704125642494365,non-monotonic
VisionTS++,NE_China_Wind_H,backward,0.1,9.3761530610402,non-monotonic
VisionTS++,NE_China_Wind_H,backward,0.2,24.577034417412396,non-monotonic
VisionTS++,NE_China_Wind_H,backward,0.3,6.826639082144818,non-monotonic
VisionTS++,NE_China_Wind_H,forward,0.1,-4.150453109815321,non-monotonic
VisionTS++,NE_China_Wind_H,forward,0.2,28.515580220981875,non-monotonic
VisionTS++,NE_China_Wind_H,forward,0.3,22.887866022160896,non-monotonic
VisionTS++,NE_China_Wind_H,gp_rbf,0.1,-0.797861817307267,strictly increasing
VisionTS++,NE_China_Wind_H,gp_rbf,0.2,27.994899162078678,strictly increasing
VisionTS++,NE_China_Wind_H,gp_rbf,0.3,33.37806612809833,strictly increasing
VisionTS++,NE_China_Wind_H,kalman_arima,0.1,-18.41167765150738,strictly decreasing
VisionTS++,NE_China_Wind_H,kalman_arima,0.2,-28.527645452136554,strictly decreasing
VisionTS++,NE_China_Wind_H,kalman_arima,0.3,-60.12682648984205,strictly decreasing
VisionTS++,NE_China_Wind_H,kalman_struct,0.1,4.755309784975169,non-monotonic
VisionTS++,NE_China_Wind_H,kalman_struct,0.2,24.11393444686687,non-monotonic
VisionTS++,NE_China_Wind_H,kalman_struct,0.3,-3.890744580316704,non-monotonic
VisionTS++,NE_China_Wind_H,linear,0.1,3.3334975893115786,non-monotonic
VisionTS++,NE_China_Wind_H,linear,0.2,12.351218004993903,non-monotonic
VisionTS++,NE_China_Wind_H,linear,0.3,11.34694526661418,non-monotonic
VisionTS++,NE_China_Wind_H,mean,0.1,-18.48457324524918,strictly decreasing
VisionTS++,NE_China_Wind_H,mean,0.2,-26.74749636183777,strictly decreasing
VisionTS++,NE_China_Wind_H,mean,0.3,-60.592272484877896,strictly decreasing
VisionTS++,NE_China_Wind_H,saits,0.1,-3.3878485309927133,strictly increasing
VisionTS++,NE_China_Wind_H,saits,0.2,13.952010328179748,strictly increasing
VisionTS++,NE_China_Wind_H,saits,0.3,41.24015597287428,strictly increasing
VisionTS++,OpenElectricity_NEM_5T,backward,0.1,-1.3051053290829706,non-monotonic
VisionTS++,OpenElectricity_NEM_5T,backward,0.2,1.8639741864646238,non-monotonic
VisionTS++,OpenElectricity_NEM_5T,backward,0.3,-0.7392184393002231,non-monotonic
VisionTS++,OpenElectricity_NEM_5T,forward,0.1,-1.8199666261087024,strictly decreasing
VisionTS++,OpenElectricity_NEM_5T,forward,0.2,-1.8332106971789504,strictly decreasing
VisionTS++,OpenElectricity_NEM_5T,forward,0.3,-2.759532759763218,strictly decreasing
VisionTS++,OpenElectricity_NEM_5T,gp_rbf,0.1,-3.040987536114996,non-monotonic
VisionTS++,OpenElectricity_NEM_5T,gp_rbf,0.2,2.1646570472573776,non-monotonic
VisionTS++,OpenElectricity_NEM_5T,gp_rbf,0.3,0.24211123293831072,non-monotonic
VisionTS++,OpenElectricity_NEM_5T,kalman_arima,0.1,-4.116287023848911,strictly increasing
VisionTS++,OpenElectricity_NEM_5T,kalman_arima,0.2,-2.5148695103551666,strictly increasing
VisionTS++,OpenElectricity_NEM_5T,kalman_arima,0.3,1.3050906646330842,strictly increasing
VisionTS++,OpenElectricity_NEM_5T,kalman_struct,0.1,1.2593744277390413,non-monotonic
VisionTS++,OpenElectricity_NEM_5T,kalman_struct,0.2,1.3328547995396238,non-monotonic
VisionTS++,OpenElectricity_NEM_5T,kalman_struct,0.3,-0.8429416402276662,non-monotonic
VisionTS++,OpenElectricity_NEM_5T,linear,0.1,1.1312017732069677,non-monotonic
VisionTS++,OpenElectricity_NEM_5T,linear,0.2,-0.0033733494140012503,non-monotonic
VisionTS++,OpenElectricity_NEM_5T,linear,0.3,0.8877778657527851,non-monotonic
VisionTS++,OpenElectricity_NEM_5T,mean,0.1,-5.969539816500696,strictly increasing
VisionTS++,OpenElectricity_NEM_5T,mean,0.2,-1.340107514701671,strictly increasing
VisionTS++,OpenElectricity_NEM_5T,mean,0.3,0.952590196726268,strictly increasing
VisionTS++,OpenElectricity_NEM_5T,saits,0.1,-0.1668708590250344,non-monotonic
VisionTS++,OpenElectricity_NEM_5T,saits,0.2,-1.469255509839471,non-monotonic
VisionTS++,OpenElectricity_NEM_5T,saits,0.3,-0.4934258519375504,non-monotonic
VisionTS++,Port_Activity_D,backward,0.1,3.3079831401610207,non-monotonic
VisionTS++,Port_Activity_D,backward,0.2,16.574486627170632,non-monotonic
VisionTS++,Port_Activity_D,backward,0.3,4.112344927486585,non-monotonic
VisionTS++,Port_Activity_D,forward,0.1,-0.7146222583615012,non-monotonic
VisionTS++,Port_Activity_D,forward,0.2,-4.142418030524737,non-monotonic
VisionTS++,Port_Activity_D,forward,0.3,-1.7431519475810713,non-monotonic
VisionTS++,Port_Activity_D,gp_rbf,0.1,-0.0542093704034803,non-monotonic
VisionTS++,Port_Activity_D,gp_rbf,0.2,2.281553029728358,non-monotonic
VisionTS++,Port_Activity_D,gp_rbf,0.3,-5.752318103060407,non-monotonic
VisionTS++,Port_Activity_D,kalman_arima,0.1,-2.1105899874436114,strictly decreasing
VisionTS++,Port_Activity_D,kalman_arima,0.2,-6.126254039499055,strictly decreasing
VisionTS++,Port_Activity_D,kalman_arima,0.3,-7.394137470266776,strictly decreasing
VisionTS++,Port_Activity_D,kalman_struct,0.1,2.927829867425688,non-monotonic
VisionTS++,Port_Activity_D,kalman_struct,0.2,10.427888238937356,non-monotonic
VisionTS++,Port_Activity_D,kalman_struct,0.3,0.7993119110902663,non-monotonic
VisionTS++,Port_Activity_D,linear,0.1,0.858824544883405,non-monotonic
VisionTS++,Port_Activity_D,linear,0.2,1.7951530765250845,non-monotonic
VisionTS++,Port_Activity_D,linear,0.3,-1.564188671957018,non-monotonic
VisionTS++,Port_Activity_D,mean,0.1,-2.120011008343035,strictly decreasing
VisionTS++,Port_Activity_D,mean,0.2,-5.046410990729832,strictly decreasing
VisionTS++,Port_Activity_D,mean,0.3,-7.917669483987616,strictly decreasing
VisionTS++,Port_Activity_D,saits,0.1,0.7394010761775754,non-monotonic
VisionTS++,Port_Activity_D,saits,0.2,10.615910545289523,non-monotonic
VisionTS++,Port_Activity_D,saits,0.3,10.565701261727897,non-monotonic
VisionTS++,Supply_Chain_Customer_D,backward,0.1,7.783499596947929,strictly decreasing
VisionTS++,Supply_Chain_Customer_D,backward,0.2,-6.351083662812564,strictly decreasing
VisionTS++,Supply_Chain_Customer_D,backward,0.3,-13.999599013293087,strictly decreasing
VisionTS++,Supply_Chain_Customer_D,forward,0.1,-9.60156523686037,non-monotonic
VisionTS++,Supply_Chain_Customer_D,forward,0.2,-13.351369370100203,non-monotonic
VisionTS++,Supply_Chain_Customer_D,forward,0.3,-6.599077300184625,non-monotonic
VisionTS++,Supply_Chain_Customer_D,gp_rbf,0.1,-7.16960446627536,strictly decreasing
VisionTS++,Supply_Chain_Customer_D,gp_rbf,0.2,-24.523102085200797,strictly decreasing
VisionTS++,Supply_Chain_Customer_D,gp_rbf,0.3,-32.10369817569535,strictly decreasing
VisionTS++,Supply_Chain_Customer_D,kalman_arima,0.1,-12.089953503306095,strictly decreasing
VisionTS++,Supply_Chain_Customer_D,kalman_arima,0.2,-26.805047083621407,strictly decreasing
VisionTS++,Supply_Chain_Customer_D,kalman_arima,0.3,-27.915397507174593,strictly decreasing
VisionTS++,Supply_Chain_Customer_D,kalman_struct,0.1,8.681186042612993,non-monotonic
VisionTS++,Supply_Chain_Customer_D,kalman_struct,0.2,-22.21669672729997,non-monotonic
