model,dataset,method,missing_ratio,mse_change_pct,class
VisionTS++,Supply_Chain_Customer_D,kalman_struct,0.3,-17.834566955974292,non-monotonic
VisionTS++,Supply_Chain_Customer_D,linear,0.1,3.4713111579669444,non-monotonic
VisionTS++,Supply_Chain_Customer_D,linear,0.2,-29.1487314901483,non-monotonic
VisionTS++,Supply_Chain_Customer_D,linear,0.3,-25.015276931006863,non-monotonic
VisionTS++,Supply_Chain_Customer_D,mean,0.1,-12.910809904477247,strictly decreasing
VisionTS++,Supply_Chain_Customer_D,mean,0.2,-25.825663953671924,strictly decreasing
VisionTS++,Supply_Chain_Customer_D,mean,0.3,-27.255235320375505,strictly decreasing
VisionTS++,Supply_Chain_Customer_D,saits,0.1,-10.375654738535225,strictly decreasing
VisionTS++,Supply_Chain_Customer_D,saits,0.2,-24.053892608541553,strictly decreasing
VisionTS++,Supply_Chain_Customer_D,saits,0.3,-29.39211294919067,strictly decreasing
VisionTS++,Supply_Chain_Location_D,backward,0.1,-8.835816268977306,non-monotonic
VisionTS++,Supply_Chain_Location_D,backward,0.2,-16.38195478877637,non-monotonic
VisionTS++,Supply_Chain_Location_D,backward,0.3,-10.82651957110247,non-monotonic
VisionTS++,Supply_Chain_Location_D,forward,0.1,10.586629416844783,strictly decreasing
VisionTS++,Supply_Chain_Location_D,forward,0.2,-12.700962264480534,strictly decreasing
VisionTS++,Supply_Chain_Location_D,forward,0.3,-19.863175680489995,strictly decreasing
VisionTS++,Supply_Chain_Location_D,gp_rbf,0.1,-12.057661479170294,non-monotonic
VisionTS++,Supply_Chain_Location_D,gp_rbf,0.2,-10.574542451808933,non-monotonic
VisionTS++,Supply_Chain_Location_D,gp_rbf,0.3,-35.21277106189798,non-monotonic
VisionTS++,Supply_Chain_Location_D,kalman_arima,0.1,-3.7916844220111683,strictly decreasing
VisionTS++,Supply_Chain_Location_D,kalman_arima,0.2,-19.503078373776102,strictly decreasing
VisionTS++,Supply_Chain_Location_D,kalman_arima,0.3,-33.64534976224571,strictly decreasing
VisionTS++,Supply_Chain_Location_D,kalman_struct,0.1,-2.253550806806635,non-monotonic
VisionTS++,Supply_Chain_Location_D,kalman_struct,0.2,-12.852494738328177,non-monotonic
VisionTS++,Supply_Chain_Location_D,kalman_struct,0.3,-8.226145397177255,non-monotonic
VisionTS++,Supply_Chain_Location_D,linear,0.1,-9.119722017762834,non-monotonic
VisionTS++,Supply_Chain_Location_D,linear,0.2,-21.848147066656487,non-monotonic
VisionTS++,Supply_Chain_Location_D,linear,0.3,-17.573012792543338,non-monotonic
VisionTS++,Supply_Chain_Location_D,mean,0.1,-2.7917284258084814,strictly decreasing
VisionTS++,Supply_Chain_Location_D,mean,0.2,-19.188584231913246,strictly decreasing
VisionTS++,Supply_Chain_Location_D,mean,0.3,-33.15400179006424,strictly decreasing
VisionTS++,Supply_Chain_Location_D,saits,0.1,-0.5574258165533899,strictly decreasing
VisionTS++,Supply_Chain_Location_D,saits,0.2,-17.944420628569095,strictly decreasing
VisionTS++,Supply_Chain_Location_D,saits,0.3,-30.58019030806144,strictly decreasing
VisionTS++,Water_Quality_Darwin_15T,backward,0.1,2.506586611369948,strictly decreasing
VisionTS++,Water_Quality_Darwin_15T,backward,0.2,2.440879624495273,strictly decreasing
VisionTS++,Water_Quality_Darwin_15T,backward,0.3,-5.608699818806373,strictly decreasing
VisionTS++,Water_Quality_Darwin_15T,forward,0.1,-10.526633191050855,non-monotonic
VisionTS++,Water_Quality_Darwin_15T,forward,0.2,-6.890252814949725,non-monotonic
VisionTS++,Water_Quality_Darwin_15T,forward,0.3,-28.074649262096834,non-monotonic
VisionTS++,Water_Quality_Darwin_15T,gp_rbf,0.1,-5.278151852006534,strictly decreasing
VisionTS++,Water_Quality_Darwin_15T,gp_rbf,0.2,-8.920769149737465,strictly decreasing
VisionTS++,Water_Quality_Darwin_15T,gp_rbf,0.3,-21.245948377417427,strictly decreasing
VisionTS++,Water_Quality_Darwin_15T,kalman_arima,0.1,-15.193747882618638,strictly decreasing
VisionTS++,Water_Quality_Darwin_15T,kalman_arima,0.2,-35.96034405909085,strictly decreasing
VisionTS++,Water_Quality_Darwin_15T,kalman_arima,0.3,-63.18455319456169,strictly decreasing
VisionTS++,Water_Quality_Darwin_15T,kalman_struct,0.1,-5.531757785176009,non-monotonic
VisionTS++,Water_Quality_Darwin_15T,kalman_struct,0.2,2.136948229502959,non-monotonic
VisionTS++,Water_Quality_Darwin_15T,kalman_struct,0.3,-14.587966941803076,non-monotonic
VisionTS++,Water_Quality_Darwin_15T,linear,0.1,-3.8857538100463316,non-monotonic
VisionTS++,Water_Quality_Darwin_15T,linear,0.2,-1.867479038227569,non-monotonic
VisionTS++,Water_Quality_Darwin_15T,linear,0.3,-19.26383050881055,non-monotonic
VisionTS++,Water_Quality_Darwin_15T,mean,0.1,-15.20034610800312,strictly decreasing
VisionTS++,Water_Quality_Darwin_15T,mean,0.2,-36.246988434657304,strictly decreasing
VisionTS++,Water_Quality_Darwin_15T,mean,0.3,-62.92838799210775,strictly decreasing
VisionTS++,Water_Quality_Darwin_15T,saits,0.1,-5.9852547272766286,strictly decreasing
VisionTS++,Water_Quality_Darwin_15T,saits,0.2,-7.073945060370522,strictly decreasing
VisionTS++,Water_Quality_Darwin_15T,saits,0.3,-23.7283099414903,strictly decreasing
VisionTS++,azure2019_U_5T,backward,0.1,-5.031138292404856,strictly increasing
VisionTS++,azure2019_U_5T,backward,0.2,9.17710112001386,strictly increasing
VisionTS++,azure2019_U_5T,backward,0.3,49.86062564742594,strictly increasing
VisionTS++,azure2019_U_5T,forward,0.1,-1.8207285676648761,strictly increasing
VisionTS++,azure2019_U_5T,forward,0.2,75.09957916900409,strictly increasing
VisionTS++,azure2019_U_5T,forward,0.3,120.8594164909552,strictly increasing
VisionTS++,azure2019_U_5T,gp_rbf,0.1,-7.949727583571889,strictly increasing
VisionTS++,azure2019_U_5T,gp_rbf,0.2,52.76980836978116,strictly increasing
VisionTS++,azure2019_U_5T,gp_rbf,0.3,92.84210028447605,strictly increasing
VisionTS++,azure2019_U_5T,kalman_arima,0.1,-12.664144989314794,strictly increasing
VisionTS++,azure2019_U_5T,kalman_arima,0.2,-9.626910365441283,strictly increasing
VisionTS++,azure2019_U_5T,kalman_arima,0.3,9.301667237127814,strictly increasing
VisionTS++,azure2019_U_5T,kalman_struct,0.1,16.6707526198504,strictly increasing
VisionTS++,azure2019_U_5T,kalman_struct,0.2,58.8041140319736,strictly increasing
VisionTS++,azure2019_U_5T,kalman_struct,0.3,142.63426579645835,strictly increasing
VisionTS++,azure2019_U_5T,linear,0.1,-0.10498410205275975,strictly increasing
VisionTS++,azure2019_U_5T,linear,0.2,22.719411620497517,strictly increasing
VisionTS++,azure2019_U_5T,linear,0.3,129.8920234987104,strictly increasing
VisionTS++,azure2019_U_5T,mean,0.1,-14.847089311374784,strictly increasing
VisionTS++,azure2019_U_5T,mean,0.2,-13.088240097321984,strictly increasing
VisionTS++,azure2019_U_5T,mean,0.3,1.1209925222705217,strictly increasing
VisionTS++,azure2019_U_5T,saits,0.1,-5.461801338092836,strictly increasing
VisionTS++,azure2019_U_5T,saits,0.2,10.044386306798645,strictly increasing
VisionTS++,azure2019_U_5T,saits,0.3,23.793960948571748,strictly increasing
VisionTS++,current_velocity_15T,backward,0.1,0.09509017150029525,strictly increasing
VisionTS++,current_velocity_15T,backward,0.2,0.4889006268179307,strictly increasing
VisionTS++,current_velocity_15T,backward,0.3,3.214702324913256,strictly increasing
VisionTS++,current_velocity_15T,forward,0.1,-0.28694822054760744,non-monotonic
VisionTS++,current_velocity_15T,forward,0.2,1.495313613081955,non-monotonic
VisionTS++,current_velocity_15T,forward,0.3,-0.8396037994767975,non-monotonic
VisionTS++,current_velocity_15T,gp_rbf,0.1,-3.200273097860442,strictly decreasing
VisionTS++,current_velocity_15T,gp_rbf,0.2,-3.4152147266893285,strictly decreasing
VisionTS++,current_velocity_15T,gp_rbf,0.3,-7.3366791100245825,strictly decreasing
VisionTS++,current_velocity_15T,kalman_arima,0.1,0.7779181242732776,non-monotonic
VisionTS++,current_velocity_15T,kalman_arima,0.2,-22.746108838850525,non-monotonic
VisionTS++,current_velocity_15T,kalman_arima,0.3,22.99335718604743,non-monotonic
VisionTS++,current_velocity_15T,kalman_struct,0.1,1.9211310069079224,non-monotonic
VisionTS++,current_velocity_15T,kalman_struct,0.2,5.9091693342033675,non-monotonic
VisionTS++,current_velocity_15T,kalman_struct,0.3,-5.316992688671649,non-monotonic
VisionTS++,current_velocity_15T,linear,0.1,0.2217606921156088,non-monotonic
VisionTS++,current_velocity_15T,linear,0.2,4.17958545422279,non-monotonic
VisionTS++,current_velocity_15T,linear,0.3,-4.5799024589557,non-monotonic
VisionTS++,current_velocity_15T,mean,0.1,0.9990187701137087,non-monotonic
VisionTS++,current_velocity_15T,mean,0.2,-24.821844543460582,non-monotonic
VisionTS++,current_velocity_15T,mean,0.3,17.691381080720085,non-monotonic
VisionTS++,current_velocity_15T,saits,0.1,-2.0955975794214177,non-monotonic
VisionTS++,current_velocity_15T,saits,0.2,-6.051240050266668,non-monotonic
VisionTS++,current_velocity_15T,saits,0.3,-4.979242658871421,non-monotonic
VisionTS++,current_velocity_20T,backward,0.1,-14.922554322016204,non-monotonic
VisionTS++,current_velocity_20T,backward,0.2,-37.82505490814934,non-monotonic
VisionTS++,current_velocity_20T,backward,0.3,-16.632655059283085,non-monotonic
VisionTS++,current_velocity_20T,forward,0.1,-16.256496212003135,non-monotonic
VisionTS++,current_velocity_20T,forward,0.2,-7.796119864435852,non-monotonic
VisionTS++,current_velocity_20T,forward,0.3,-31.318115464463748,non-monotonic
VisionTS++,current_velocity_20T,gp_rbf,0.1,-19.958014562581962,non-monotonic
VisionTS++,current_velocity_20T,gp_rbf,0.2,-18.020705220909438,non-monotonic
VisionTS++,current_velocity_20T,gp_rbf,0.3,-21.96627956821838,non-monotonic
VisionTS++,current_velocity_20T,kalman_arima,0.1,-16.916005051067188,strictly decreasing
VisionTS++,current_velocity_20T,kalman_arima,0.2,-17.76519787691192,strictly decreasing
VisionTS++,current_velocity_20T,kalman_arima,0.3,-17.919230886978394,strictly decreasing
VisionTS++,current_velocity_20T,kalman_struct,0.1,-9.63581780537476,strictly increasing
VisionTS++,current_velocity_20T,kalman_struct,0.2,-7.409443787380672,strictly increasing
VisionTS++,current_velocity_20T,kalman_struct,0.3,-4.977851720216061,strictly increasing
VisionTS++,current_velocity_20T,linear,0.1,-16.142603401712854,non-monotonic
VisionTS++,current_velocity_20T,linear,0.2,-16.886530433865605,non-monotonic
VisionTS++,current_velocity_20T,linear,0.3,-14.445102505204204,non-monotonic
VisionTS++,current_velocity_20T,mean,0.1,-16.70935288052505,strictly decreasing
VisionTS++,current_velocity_20T,mean,0.2,-29.892837346500322,strictly decreasing
VisionTS++,current_velocity_20T,mean,0.3,-36.03679471121738,strictly decreasing
VisionTS++,current_velocity_20T,saits,0.1,-16.43828395708617,non-monotonic
VisionTS++,current_velocity_20T,saits,0.2,-15.479000858430089,non-monotonic
VisionTS++,current_velocity_20T,saits,0.3,-24.4030313262489,non-monotonic
VisionTS++,current_velocity_5T,backward,0.1,-0.4841971769366152,non-monotonic
VisionTS++,current_velocity_5T,backward,0.2,-4.848833230132441,non-monotonic
VisionTS++,current_velocity_5T,backward,0.3,-0.3926032713428339,non-monotonic
VisionTS++,current_velocity_5T,forward,0.1,-0.6501708762059921,non-monotonic
VisionTS++,current_velocity_5T,forward,0.2,-10.728621926521404,non-monotonic
VisionTS++,current_velocity_5T,forward,0.3,-0.33154916199414675,non-monotonic
VisionTS++,current_velocity_5T,gp_rbf,0.1,-0.8407627891730156,non-monotonic
VisionTS++,current_velocity_5T,gp_rbf,0.2,-10.5433165162421,non-monotonic
VisionTS++,current_velocity_5T,gp_rbf,0.3,-6.343112682089609,non-monotonic
VisionTS++,current_velocity_5T,kalman_arima,0.1,-0.7424253448010301,non-monotonic
VisionTS++,current_velocity_5T,kalman_arima,0.2,-11.376683198346724,non-monotonic
VisionTS++,current_velocity_5T,kalman_arima,0.3,-6.069050988972992,non-monotonic
VisionTS++,current_velocity_5T,kalman_struct,0.1,-0.2458938277088182,non-monotonic
VisionTS++,current_velocity_5T,kalman_struct,0.2,-1.3583203963502013,non-monotonic
VisionTS++,current_velocity_5T,kalman_struct,0.3,-0.13674703431571378,non-monotonic
VisionTS++,current_velocity_5T,linear,0.1,-0.7725753988819986,non-monotonic
VisionTS++,current_velocity_5T,linear,0.2,-6.32903299657595,non-monotonic
VisionTS++,current_velocity_5T,linear,0.3,-1.8210507747547158,non-monotonic
VisionTS++,current_velocity_5T,mean,0.1,-0.4993866282791255,non-monotonic
VisionTS++,current_velocity_5T,mean,0.2,-11.631514613349962,non-monotonic
VisionTS++,current_velocity_5T,mean,0.3,-5.8819662558136425,non-monotonic
VisionTS++,current_velocity_5T,saits,0.1,0.1569256850284437,non-monotonic
VisionTS++,current_velocity_5T,saits,0.2,-7.908468113377263,non-monotonic
VisionTS++,current_velocity_5T,saits,0.3,-0.7092682800230111,non-monotonic
VisionTS++,current_velocity_H,backward,0.1,8.030952855787778,non-monotonic
VisionTS++,current_velocity_H,backward,0.2,0.2750818169724336,non-monotonic
VisionTS++,current_velocity_H,backward,0.3,5.6030919544417905,non-monotonic
VisionTS++,current_velocity_H,forward,0.1,6.000519320672483,non-monotonic
VisionTS++,current_velocity_H,forward,0.2,-14.151995732030478,non-monotonic
VisionTS++,current_velocity_H,forward,0.3,20.821561563302463,non-monotonic
VisionTS++,current_velocity_H,gp_rbf,0.1,2.4599210343617,non-monotonic
VisionTS++,current_velocity_H,gp_rbf,0.2,-7.198028559423875,non-monotonic
VisionTS++,current_velocity_H,gp_rbf,0.3,-6.466397518915907,non-monotonic
VisionTS++,current_velocity_H,kalman_arima,0.1,3.798681843362191,strictly decreasing
VisionTS++,current_velocity_H,kalman_arima,0.2,-3.1798192508856506,strictly decreasing
VisionTS++,current_velocity_H,kalman_arima,0.3,-18.378839114213477,strictly decreasing
VisionTS++,current_velocity_H,kalman_struct,0.1,9.780905624388408,non-monotonic
VisionTS++,current_velocity_H,kalman_struct,0.2,-23.944414734584324,non-monotonic
VisionTS++,current_velocity_H,kalman_struct,0.3,25.68192881529725,non-monotonic
VisionTS++,current_velocity_H,linear,0.1,8.50533021146364,non-monotonic
VisionTS++,current_velocity_H,linear,0.2,-16.60424748117903,non-monotonic
VisionTS++,current_velocity_H,linear,0.3,21.164645980192486,non-monotonic
VisionTS++,current_velocity_H,mean,0.1,4.01529041542047,strictly decreasing
VisionTS++,current_velocity_H,mean,0.2,-2.6075445002109916,strictly decreasing
VisionTS++,current_velocity_H,mean,0.3,-15.330312802113683,strictly decreasing
VisionTS++,current_velocity_H,saits,0.1,10.43299206105686,strictly decreasing
VisionTS++,current_velocity_H,saits,0.2,5.934281407986084,strictly decreasing
VisionTS++,current_velocity_H,saits,0.3,-7.403037876047193,strictly decreasing
VisionTS++,electricity,backward,0.1,-0.8951472614092232,strictly increasing
VisionTS++,electricity,backward,0.2,9.707978176729966,strictly increasing
VisionTS++,electricity,backward,0.3,26.136525999614967,strictly increasing
VisionTS++,electricity,forward,0.1,3.7676975145379794,non-monotonic
VisionTS++,electricity,forward,0.2,-10.217632069407266,non-monotonic
VisionTS++,electricity,forward,0.3,28.308043929623235,non-monotonic
VisionTS++,electricity,gp_rbf,0.1,0.8869194784744889,non-monotonic
VisionTS++,electricity,gp_rbf,0.2,-2.0534548570125266,non-monotonic
VisionTS++,electricity,gp_rbf,0.3,16.3977120124975,non-monotonic
VisionTS++,electricity,kalman_arima,0.1,-6.978560039674926,strictly decreasing
VisionTS++,electricity,kalman_arima,0.2,-18.59997393937088,strictly decreasing
VisionTS++,electricity,kalman_arima,0.3,-19.36097903609653,strictly decreasing
VisionTS++,electricity,kalman_struct,0.1,2.4047147984971002,non-monotonic
VisionTS++,electricity,kalman_struct,0.2,-1.3894291427406837,non-monotonic
VisionTS++,electricity,kalman_struct,0.3,30.608671842664357,non-monotonic
VisionTS++,electricity,linear,0.1,2.338378353467297,non-monotonic
VisionTS++,electricity,linear,0.2,1.1687024875852696,non-monotonic
VisionTS++,electricity,linear,0.3,17.161141373612836,non-monotonic
VisionTS++,electricity,mean,0.1,-7.8479954858697605,strictly decreasing
VisionTS++,electricity,mean,0.2,-17.661722669816555,strictly decreasing
VisionTS++,electricity,mean,0.3,-22.28622012704907,strictly decreasing
VisionTS++,electricity,saits,0.1,1.9111950856210642,strictly decreasing
VisionTS++,electricity,saits,0.2,-4.341346232938849,strictly decreasing
VisionTS++,electricity,saits,0.3,-13.184351797979582,strictly decreasing
VisionTS++,exchange_rate,backward,0.1,7.210741324888163,non-monotonic
VisionTS++,exchange_rate,backward,0.2,8.544320449281901,non-monotonic
VisionTS++,exchange_rate,backward,0.3,-3.1519276826014972,non-monotonic
VisionTS++,exchange_rate,forward,0.1,-2.6945164432593214,non-monotonic
VisionTS++,exchange_rate,forward,0.2,4.7901582053442535,non-monotonic
VisionTS++,exchange_rate,forward,0.3,1.1631457910371723,non-monotonic
VisionTS++,exchange_rate,gp_rbf,0.1,6.642613757933899,strictly decreasing
VisionTS++,exchange_rate,gp_rbf,0.2,3.1087603372216255,strictly decreasing
VisionTS++,exchange_rate,gp_rbf,0.3,0.9592443342024313,strictly decreasing
VisionTS++,exchange_rate,kalman_arima,0.1,1.168024441574567,strictly decreasing
VisionTS++,exchange_rate,kalman_arima,0.2,-1.341608570069853,strictly decreasing
VisionTS++,exchange_rate,kalman_arima,0.3,-4.746950204543239,strictly decreasing
VisionTS++,exchange_rate,kalman_struct,0.1,1.924685716170803,non-monotonic
VisionTS++,exchange_rate,kalman_struct,0.2,1.552418544540578,non-monotonic
VisionTS++,exchange_rate,kalman_struct,0.3,4.734675171316137,non-monotonic
VisionTS++,exchange_rate,linear,0.1,3.464483656404548,non-monotonic
VisionTS++,exchange_rate,linear,0.2,3.168210178770027,non-monotonic
VisionTS++,exchange_rate,linear,0.3,3.7571504173917942,non-monotonic
VisionTS++,exchange_rate,mean,0.1,-9.462900650463506,strictly decreasing
VisionTS++,exchange_rate,mean,0.2,-29.358902921591497,strictly decreasing
VisionTS++,exchange_rate,mean,0.3,-73.45177477175466,strictly decreasing
VisionTS++,exchange_rate,saits,0.1,2.1002358246743014,strictly decreasing
VisionTS++,exchange_rate,saits,0.2,-2.8374463842113764,strictly decreasing
VisionTS++,exchange_rate,saits,0.3,-8.896797142690538,strictly decreasing
VisionTS++,traffic,backward,0.1,0.4073539736299962,strictly increasing
VisionTS++,traffic,backward,0.2,2.5774011125083827,strictly increasing
VisionTS++,traffic,backward,0.3,10.168997893794788,strictly increasing
VisionTS++,traffic,forward,0.1,-1.664905066465059,non-monotonic
VisionTS++,traffic,forward,0.2,4.1358386631383235,non-monotonic
VisionTS++,traffic,forward,0.3,-3.8976368840506965,non-monotonic
VisionTS++,traffic,gp_rbf,0.1,-2.1455518951989423,non-monotonic
VisionTS++,traffic,gp_rbf,0.2,-1.1296743482722293,non-monotonic
VisionTS++,traffic,gp_rbf,0.3,-1.8049329949003605,non-monotonic
VisionTS++,traffic,kalman_arima,0.1,-2.5640926730289926,non-monotonic
VisionTS++,traffic,kalman_arima,0.2,-0.6362977078623966,non-monotonic
VisionTS++,traffic,kalman_arima,0.3,-6.499918992107517,non-monotonic
VisionTS++,traffic,kalman_struct,0.1,5.302545190831439,strictly increasing
VisionTS++,traffic,kalman_struct,0.2,10.23592584306071,strictly increasing
VisionTS++,traffic,kalman_struct,0.3,19.89997454037664,strictly increasing
VisionTS++,traffic,linear,0.1,-0.32750333675367893,non-monotonic
VisionTS++,traffic,linear,0.2,2.2647492227099884,non-monotonic
VisionTS++,traffic,linear,0.3,-0.3242244458674428,non-monotonic
VisionTS++,traffic,mean,0.1,-2.5376686700047,non-monotonic
VisionTS++,traffic,mean,0.2,-1.859131132490333,non-monotonic
VisionTS++,traffic,mean,0.3,-6.130947329439816,non-monotonic
VisionTS++,traffic,saits,0.1,1.0598532599890447,non-monotonic
VisionTS++,traffic,saits,0.2,2.555027504108253,non-monotonic
VisionTS++,traffic,saits,0.3,-6.203275804871279,non-monotonic
VisionTS++,weather,backward,0.1,-2.5330712584819746,strictly increasing
VisionTS++,weather,backward,0.2,3.6213672785791995,strictly increasing
VisionTS++,weather,backward,0.3,3.936703383687078,strictly increasing
VisionTS++,weather,forward,0.1,4.270157294735174,non-monotonic
VisionTS++,weather,forward,0.2,-3.5266821344970762,non-monotonic
VisionTS++,weather,forward,0.3,8.789969802663089,non-monotonic
VisionTS++,weather,gp_rbf,0.1,-3.4967956677883376,strictly increasing
VisionTS++,weather,gp_rbf,0.2,0.4649496593618023,strictly increasing
VisionTS++,weather,gp_rbf,0.3,2.6423687856145404,strictly increasing
VisionTS++,weather,kalman_arima,0.1,-11.957297484877369,non-monotonic
VisionTS++,weather,kalman_arima,0.2,-13.932120364557937,non-monotonic
VisionTS++,weather,kalman_arima,0.3,4.859552495347672,non-monotonic
VisionTS++,weather,kalman_struct,0.1,1.697352941799547,non-monotonic
VisionTS++,weather,kalman_struct,0.2,-6.291590150165457,non-monotonic
VisionTS++,weather,kalman_struct,0.3,4.972032455979461,non-monotonic
VisionTS++,weather,linear,0.1,1.4940556333360464,non-monotonic
