基础模型,数据集,缺失率,填补方法,填补误差指标(MSE),填补误差指标(SMAPE),预测误差指标（MSE[0.5]）,预测误差指标（sMAPE[0.5]）,回顾窗口指标,,,,,
,,,,,,,,趋势强度,趋势线性度,季节强度,季节相关性,残差自相关性,谱熵
,,0.3,均值,,109563.5378,0.070929693,0.635900183,-0.001894479,0.478332155,0.616482178,0.827125891,74363.4475,
,,,前项,,115232.3022,0.072443661,0.764453241,-0.003356356,0.473960239,0.66965973,0.83284398,73906.51558,
,,,后向,,117741.3422,0.072634616,0.767037777,-0.003974923,0.455003904,0.648742742,0.858588425,73940.59607,
,,,线性,,125169.6889,0.074446309,0.770203455,-0.003677377,0.48588295,0.638408076,0.859157695,73274.46671,
chronos2,ETTh1,0,/,,11.20311343,0.323837891,0.94690533,-0.001282202,0.303335151,0.562525523,0.800733249,32873.52382,
,,0.1,均值,,12.70922309,0.401989656,0.92965443,-0.001137532,0.208550368,0.486839897,0.817864949,33315.30359,
,,,前项,,10.47941696,0.318193585,0.944152623,-0.001279426,0.238471913,0.498856144,0.807075825,32707.48603,
,,,后向,,10.95826389,0.323717697,0.942239584,-0.001273479,0.240824364,0.487230522,0.815746038,32688.96474,
,,,线性,,10.39143302,0.320110315,0.94504048,-0.00127997,0.246462238,0.502555423,0.808015993,32565.24842,
,,0.2,均值,,13.86037905,0.363007586,0.901762488,-0.000937684,0.165964001,0.40043078,0.834551529,34067.87641,
,,,前项,,12.51719907,0.34932798,0.951536752,-0.001303842,0.260895279,0.424080709,0.80656569,32573.44383,
,,,后向,,11.69071108,0.35729248,0.942481488,-0.001271284,0.220690288,0.403427904,0.827741301,32570.49498,
,,,线性,,11.26177807,0.34844279,0.953461169,-0.001291788,0.267187824,0.431733651,0.811808932,32218.52652,
,,0.3,均值,,23.71406539,0.420149694,0.881045234,-0.000867441,0.128782424,0.336713785,0.837796098,34295.97681,
,,,前项,,12.17478443,0.365328007,0.94919288,-0.001285211,0.212664292,0.371732938,0.825791899,32313.32188,
,,,后向,,12.46278067,0.367340789,0.947194045,-0.001335412,0.210259204,0.36619814,0.824485708,32261.94167,
,,,线性,,14.12765625,0.36514011,0.954874964,-0.001308375,0.231292163,0.370545769,0.820982612,31746.20689,
chronos2,ETTh2,0,/,,42.22251736,0.234517099,0.954350628,-0.000790676,0.652555031,0.889593986,0.888151705,32573.26384,
,,0.1,均值,,45.95054398,0.231334635,0.918132627,-0.000729301,0.498464797,0.786204207,0.89603077,35070.01512,
,,,前项,,42.74065104,0.243083112,0.951485021,-0.000773544,0.593641491,0.795014486,0.894851191,32811.16482,
,,,后向,,40.38627894,0.235093339,0.953114825,-0.000776144,0.600284534,0.793413176,0.89411338,32817.53671,
,,,线性,,41.71070602,0.239908877,0.951659296,-0.000778082,0.590099591,0.787756991,0.892799408,32461.74084,
,,0.2,均值,,44.57374421,0.230794406,0.906693485,-0.000580329,0.424128193,0.730989083,0.891837015,35303.7692,
,,,前项,,43.59963542,0.237575797,0.948066112,-0.000749317,0.524262145,0.748373436,0.89192251,32480.18322,
,,,后向,,43.64487269,0.234289754,0.94698703,-0.000804422,0.513441867,0.756076345,0.907226706,32520.77093,
,,,线性,,43.27719907,0.244643939,0.947236326,-0.000773658,0.511509481,0.745344072,0.907880358,31230.87319,
,,0.3,均值,,46.49814815,0.247390385,0.833390963,-0.000575742,0.250401337,0.490346567,0.88754704,36521.43779,
,,,前项,,45.78444444,0.239996903,0.941651133,-0.000735562,0.410738517,0.513197434,0.906553131,33034.9555,
,,,后向,,42.37558738,0.23759309,0.942238702,-0.000744071,0.426014017,0.574153793,0.903904729,33041.38563,
,,,线性,,43.31713542,0.233975966,0.947344313,-0.000739977,0.444008155,0.566160643,0.908609954,31472.95686,
chronos2,EWELD_Load_15T,0,/,,3718.808333,0.385511799,0.380395332,-0.000299901,0.916493063,0.97340779,0.718114562,61059.55337,
,,0.1,均值,,4036.218519,0.430906093,0.252822014,-0.000311294,0.829528193,0.962696622,0.83077418,61578.32403,
,,,前项,,4929.757099,0.446976688,0.227711013,-0.000656039,0.772559961,0.962681468,0.870078565,61948.0121,
,,,后向,,4082.673457,0.427199262,0.170223323,4.14E-07,0.717990671,0.967120324,0.90751881,61952.64035,
,,,线性,,4227.659877,0.439416994,0.320218112,-0.000195334,0.865032232,0.970806266,0.828166088,61086.80509,
,,0.2,均值,,4496.86358,0.465367522,0.175040613,-0.001110717,0.739531894,0.922277935,0.847352051,61884.98097,
,,,前项,,5806.417284,0.482231611,0.152696974,9.24E-05,0.587638059,0.930779124,0.910307427,62553.21084,
,,,后向,,4495.509259,0.455077522,0.166310792,-0.001636516,0.588484712,0.947512933,0.916319377,62515.06818,
,,,线性,,4857.384568,0.463176586,0.268938121,-0.000822107,0.803864132,0.959457077,0.85952373,60967.35046,
,,0.3,均值,,6542.198148,0.563605565,0.217988085,-0.000579887,0.689479048,0.86991308,0.862989147,62161.04542,
,,,前项,,4943.009877,0.483976425,0.175489113,-0.000164339,0.463085774,0.878859471,0.924098419,62996.82127,
,,,后向,,6603.564198,0.518611578,0.176557859,-0.000803593,0.431807291,0.869232555,0.921547171,63019.05484,
,,,线性,,5194.983333,0.507554947,0.293913612,-0.000627083,0.732752259,0.933073438,0.896697584,60859.36136,
chronos2,exchange_rate,0,/,,0.007268469,0.089411991,0.9972013,1.03E-05,0.003968178,0.006185625,0.62251106,-6454.793982,
,,0.1,均值,,0.007708873,0.09823876,0.99138997,8.27E-06,0.017548947,0.004138809,0.677188501,-4640.614111,
,,,前项,,0.008280294,0.098674914,0.996797934,1.02E-05,0,0.004856655,0.635194984,-6346.190745,
,,,后向,,0.007202904,0.089655219,0.996834658,1.02E-05,0,0.004073359,0.625161077,-6355.965502,
,,,线性,,0.010249288,0.102962307,0.997190007,1.02E-05,0,0.005529636,0.629282658,-6620.350997,
,,0.2,均值,,0.006026191,0.090180763,0.981851066,7.68E-06,0.09947715,0.004251475,0.710358305,-3202.442053,
,,,前项,,0.007702392,0.093374726,0.996424998,9.84E-06,0,0.003211178,0.670002101,-6484.408175,
,,,后向,,0.006934696,0.088273334,0.996555557,1.06E-05,0,0.003320913,0.657696345,-6437.680696,
,,,线性,,0.008927885,0.102797069,0.997321661,1.02E-05,0,0.005456584,0.647113234,-6821.267938,
,,0.3,均值,,0.007194242,0.099057056,0.961747094,1.03E-05,0.12414229,0.005695921,0.749023156,-2308.457238,
,,,前项,,0.007910232,0.101369456,0.997010988,1.05E-05,0.001398964,0.003416901,0.658524387,-6617.446635,
,,,后向,,0.007693896,0.095819277,0.99656155,9.60E-06,3.47E-05,0.004861028,0.677864605,-6669.298377,
,,,线性,,0.010700689,0.119754774,0.997525585,1.00E-05,0,0.0067,0.646448714,-7066.602929,
chronos2,Finland_Traffic_15T,0,/,,794.0344444,0.16687188,0.070071155,-0.002773553,0.829569733,0.951407403,0.831664144,58596.72177,
,,0.1,均值,,949.9176389,0.176719157,0.062198702,-0.002864637,0.7454017,0.939606937,0.8772185,59376.4704,
,,,前项,,1046.999306,0.185203756,0.054752596,-0.003044104,0.651240415,0.941425319,0.910303829,60009.53671,
,,,后向,,1213.091389,0.190629001,0.064310215,-0.002905257,0.695958087,0.943034261,0.898550412,59937.94242,
,,,线性,,992.9284722,0.178059269,0.08613331,-0.002968946,0.778810121,0.942752256,0.865820576,58586.55968,
,,0.2,均值,,1858.347639,0.228788622,0.078228001,-0.001992005,0.684319383,0.888257448,0.876793557,59940.42872,
,,,前项,,1910.106389,0.241105991,0.093861901,-0.002696274,0.532253161,0.882881835,0.924170869,60767.43263,
,,,后向,,1529.483333,0.22319085,0.098777583,-0.002143033,0.533768319,0.879652824,0.918388321,60736.04515,
,,,线性,,1631.247778,0.222093641,0.104076779,-0.002563725,0.698413817,0.927593511,0.902566699,58424.8936,
,,0.3,均值,,2743.341111,0.28778439,0.130019286,-0.001491819,0.634012261,0.847458421,0.902958028,59933.16858,
,,,前项,,2815.295556,0.290631171,0.122905529,-0.002472613,0.422446747,0.852543544,0.935635524,61031.20992,
,,,后向,,2512.303889,0.273707191,0.135208658,-0.002069262,0.459963939,0.860252755,0.930328296,61028.14478,
,,,线性,,2000.806667,0.259610731,0.172338727,-0.002219372,0.678088696,0.913595674,0.925123707,58015.5669,
chronos2,NE_China_Wind_H,0,/,,0.662607914,0.857108731,0.954420758,-0.000549716,0.068610919,0.476506057,0.946922981,5106.381796,
,,0.1,均值,,0.615845235,0.833842299,0.922295682,-0.000479347,0.032566662,0.454630167,0.925142846,9142.417599,
,,,前项,,0.670200094,0.854348246,0.95405282,-0.000544667,0.044915768,0.369215482,0.923265149,7389.946797,
,,,后向,,0.595935271,0.813342455,0.941774672,-0.000570501,0.041805316,0.42401977,0.939599311,7396.444967,
,,,线性,,0.660364914,0.864106242,0.954832109,-0.000555931,0.05130466,0.384092874,0.942970354,4973.341214,
,,0.2,均值,,0.663332876,0.909299808,0.914795829,-0.00043839,0.026118423,0.390403895,0.924618786,9852.58053,
,,,前项,,0.55823093,0.768415578,0.955805069,-0.000565888,0.03842172,0.382550932,0.946802767,7206.610038,
,,,后向,,0.711085892,0.863598802,0.947198999,-0.000524317,0.029824938,0.386772414,0.951602557,7366.57373,
,,,线性,,0.696561644,0.86958669,0.954043211,-0.000546638,0.039956039,0.381783997,0.961774081,4798.856553,
,,0.3,均值,,0.821243286,1.133059014,0.875347429,-0.000364041,0.017497286,0.275205003,0.91085239,11358.90522,
,,,前项,,0.691940901,0.918810187,0.939417293,-0.000554227,0.027458849,0.274617103,0.926379524,9340.214201,
,,,后向,,0.7546541,0.889707523,0.93614729,-0.000537765,0.035793577,0.354317895,0.935364299,9348.548393,
,,,线性,,0.711654748,0.87784373,0.955958276,-0.000545304,0.028590466,0.265252763,0.95631169,4631.148562,
chronos2,OpenElectricity_NEM_5T,0,/,,141438.72,0.044386902,0.530014096,-0.050914324,0.919115971,0.942349959,0.940851284,66598.68819,
,,0.1,均值,,175921.3156,0.051170294,0.318882126,-0.046557587,0.818596925,0.934013035,0.95840685,70791.06519,
,,,前项,,139580.1956,0.04707751,0.345928911,-0.049727224,0.819380802,0.931533712,0.958570253,70728.88196,
,,,后向,,137133.6889,0.045234311,0.399796551,-0.049656326,0.860081084,0.937194164,0.94851493,70650.10731,
,,,线性,,144648.1956,0.046316689,0.512866958,-0.051172571,0.911904811,0.939900421,0.948101018,66299.36363,
,,0.2,均值,,191300.2667,0.055218362,0.26683848,-0.043828014,0.705125644,0.890137851,0.95396541,72236.70268,
,,,前项,,192645.3511,0.055402268,0.331810337,-0.050758287,0.77063067,0.915210944,0.951283586,71698.39568,
,,,后向,,158504.3911,0.050470865,0.351954115,-0.052813962,0.798142024,0.928456832,0.959945887,71613.20214,
,,,线性,,160121.92,0.050387666,0.493979503,-0.050359044,0.891021906,0.937684653,0.960499215,66003.51734,
,,0.3,均值,,307835.4489,0.071032935,0.197989457,-0.037158882,0.604603232,0.787883556,0.940637399,73842.38899,
,,,前项,,224152.4089,0.058636788,0.316493367,-0.050835044,0.777219512,0.906191066,0.953088745,72723.76072,
,,,后向,,198152.4444,0.056710998,0.308514383,-0.045951992,0.756961609,0.88577415,0.953195588,72751.37888,
,,,线性,,160577.5822,0.050424305,0.503341667,-0.051103215,0.897812857,0.92887864,0.955706786,65632.40339,
chronos2,Port_Activity_D,0,/,,35191788.28,1.638878762,0.012262213,-0.193041355,0.081056974,0.030605012,-0.046787789,14510.80203,
,,0.1,均值,,35012711.16,1.612780671,0.008602866,-0.009687007,0.093719894,0.03186632,-0.036724072,14450.12274,
,,,前项,,35604440.56,1.66127134,0.10629629,0.34467825,0.09481561,0.033349778,-0.027995374,14495.31249,
,,,后向,,35516749.75,1.656860171,0.029073501,-0.40462401,0.09203461,0.028633267,-0.036130181,14453.34264,
,,,线性,,35427068.59,1.647611762,0.046237095,-0.065618994,0.092788757,0.027655583,-0.034243338,14479.04242,
,,0.2,均值,,32929376.33,1.496848416,0.003645658,0.110283435,0.108694095,0.075738097,-0.031707016,14438.5536,
,,,前项,,34478926.51,1.520861907,0.293857387,0.408859966,0.100191312,0.03628463,-0.013818729,14507.57274,
,,,后向,,33893089.28,1.585591001,0.334653027,1.061777034,0.102912272,0.046371119,-0.016206832,14513.20002,
,,,线性,,36169873.64,1.550479601,0.304617062,0.750401261,0.102372082,0.045769271,-0.013149422,14513.37459,
,,0.3,均值,,29980511.19,1.390448134,0,-0.501600949,0.105402934,0.041484,-0.0166441,14311.11622,
,,,前项,,35190001.21,1.679832538,0.064734721,0.100023898,0.098160505,0.031646776,0.000624651,14351.94042,
,,,后向,,33889794.28,1.616753472,0.118807077,-0.152523812,0.100118648,0.041676928,-0.018148756,14328.68774,
,,,线性,,33659535.36,1.588130787,0.053600128,0.01668059,0.100854747,0.033265329,-0.006682895,14336.22966,
chronos2,Supply_Chain_Customer_D,0,/,,765519122.6,0.291435773,0.431510108,11.93939278,0.727986548,0.909814323,0.094403399,14628.17348,
,,0.1,均值,,819136891.3,0.297212818,0.426051398,12.42142167,0.72239341,0.797822514,0.124834542,14602.55242,
,,,前项,,823218764.6,0.299505841,0.470780173,7.329185946,0.725574417,0.796474334,0.131708615,14598.96469,
,,,后向,,868966970.4,0.31295582,0.512570595,4.33966028,0.723253573,0.803161993,0.123397637,14626.99154,
,,,线性,,859340168.9,0.30821913,0.477630232,5.383976796,0.72508337,0.80758828,0.129331865,14610.40643,
,,0.2,均值,,1188535847,0.366990469,0.431808795,8.617579634,0.700468071,0.715179363,0.128497227,14625.9911,
,,,前项,,1280895003,0.38735017,0.473625328,-1.303477863,0.694347981,0.700582113,0.14113017,14629.62483,
,,,后向,,1571330846,0.411219573,0.650840959,27.87353311,0.696132967,0.728195285,0.143984105,14673.31557,
,,,线性,,1358730120,0.403528555,0.516464761,13.17520591,0.699149039,0.705976836,0.134078953,14641.50745,
,,0.3,均值,,1028814517,0.345189028,0.33672259,8.420652325,0.668684577,0.614482695,0.166182139,14551.42659,
,,,前项,,945353207.7,0.352028424,0.60525503,26.19585033,0.634517137,0.659787937,0.260197087,14599.6355,
,,,后向,,1161342776,0.363888798,0.64084921,8.916927032,0.643529952,0.637695184,0.197298751,14626.08174,
,,,线性,,1010080251,0.333509047,0.502529833,19.12233892,0.630518667,0.601958033,0.244339427,14599.72324,
chronos2,Supply_Chain_Location_D,0,/,,206507382.7,0.372468895,0.330535892,5.191970353,0.628741906,0.811415006,0.009072432,13936.21437,
,,0.1,均值,,286016992.9,0.412829409,0.326481647,4.01850133,0.628295625,0.725699127,0.057873996,13893.91019,
,,,前项,,328727216.7,0.478268455,0.478894617,2.786023501,0.630000439,0.714604615,0.052649774,13931.60062,
,,,后向,,268096295.1,0.397972548,0.561916847,6.619786362,0.630691014,0.716498313,0.051255532,13941.36853,
,,,线性,,385821840.1,0.520321994,0.487156482,4.320533951,0.631068047,0.711277173,0.053797807,13936.73572,
,,0.2,均值,,293574677.2,0.412903194,0.343291104,2.831326005,0.632992928,0.661632138,0.028337383,13884.39159,
,,,前项,,314205507.1,0.424622577,0.376941304,3.199482257,0.626056376,0.659546836,0.043551098,13908.41367,
,,,后向,,291685735.5,0.424260073,0.541023969,8.414824015,0.632498545,0.661617647,0.044430554,13938.97295,
,,,线性,,295480294.2,0.429666341,0.420057762,5.475216759,0.629769266,0.64577937,0.045815426,13916.03464,
,,0.3,均值,,337110873.1,0.459855912,0.280395783,0.580386116,0.586580971,0.543301561,0.069079636,13868.01956,
,,,前项,,289673877.4,0.423626121,0.416333832,7.677559934,0.575671402,0.58390286,0.084250771,13892.46729,
,,,后向,,314639695.3,0.428157416,0.406307469,6.584728234,0.57400265,0.607701706,0.087989505,13903.98718,
,,,线性,,272462570.4,0.405262903,0.390742726,6.853492956,0.575888421,0.586353286,0.084882168,13890.52428,
chronos2,traffic,0,/,,2.47E-05,0.111732449,0.355880384,6.17E-07,0.926455371,0.962261252,0.675068647,-12336.14343,
,,0.1,均值,,2.57E-05,0.113283126,0.185931967,6.30E-07,0.838341205,0.933900251,0.768876768,-11502.64005,
,,,前项,,2.54E-05,0.114639723,0.319703338,6.41E-07,0.800975896,0.926071359,0.808476155,-11570.96255,
,,,后向,,0.000025873,0.11678182,0.33346317,6.27E-07,0.777537877,0.932497085,0.823506289,-11530.19648,
,,,线性,,2.60E-05,0.116734235,0.305398965,6.52E-07,0.788766582,0.927294699,0.818532986,-11677.11891,
,,0.2,均值,,3.55E-05,0.144544542,0.113087887,4.89E-07,0.771523057,0.887796006,0.785119044,-11092.40995,
,,,前项,,3.03E-05,0.137913739,0.352022058,6.84E-07,0.698837533,0.886916167,0.828821604,-11265.97696,
,,,后向,,3.61E-05,0.145165281,0.318865437,6.03E-07,0.689358588,0.876677347,0.838217448,-11271.95419,
,,,线性,,4.94E-05,0.169033881,0.316716576,6.31E-07,0.694111743,0.869507186,0.834660307,-11478.85636,
,,0.3,均值,,0.00005573,0.211953803,0.045783975,3.48E-07,0.67561202,0.827604553,0.804578119,-11145.88902,
,,,前项,,5.58E-05,0.176462798,0.372481991,5.07E-07,0.553856283,0.828887693,0.869172625,-11593.41765,
,,,后向,,4.16E-05,0.165524462,0.352225011,5.66E-07,0.577163872,0.821331194,0.864702892,-11606.45612,
,,,线性,,5.20E-05,0.190870248,0.340684098,5.40E-07,0.565799624,0.803057925,0.872298402,-12000.63851,
chronos2,Water_Quality_Darwin_15T,0,/,,18.66167942,0.016757182,0.973253087,-0.002360626,0.761507391,0.79478627,0.890527447,26833.56749,
,,0.1,均值,,19.48498806,0.017925641,0.740328896,-0.002299064,0.180983078,0.732424643,0.969207803,31513.10899,
,,,前项,,21.45531277,0.017894418,0.960838895,-0.002346763,0.620503029,0.770465072,0.922632072,27245.61004,
,,,后向,,19.51505534,0.017178729,0.965240344,-0.002354507,0.669549085,0.770735014,0.915942923,27190.37382,
,,,线性,,18.24969889,0.016688614,0.970981054,-0.002347581,0.713041807,0.783496604,0.906472973,26668.01429,
,,0.2,均值,,24.64848362,0.021310896,0.623263127,-0.00218904,0.150542657,0.531305421,0.945684507,33359.70302,
,,,前项,,21.85904948,0.018080568,0.949213584,-0.002374955,0.498703675,0.701310919,0.937434473,27519.96344,
,,,后向,,20.17181261,0.01731259,0.956033711,-0.002353476,0.517337061,0.676437635,0.927533109,27539.64802,
,,,线性,,22.9447347,0.018726031,0.966597649,-0.00236189,0.631863465,0.745634452,0.926775368,26396.57989,
,,0.3,均值,,25.10762533,0.022470164,0.517640503,-0.001787956,0.080972942,0.517578493,0.954706993,34429.15796,
,,,前项,,16.03339572,0.016652589,0.939489404,-0.002376439,0.408009127,0.70762328,0.948153691,27934.1145,
,,,后向,,18.01161024,0.016718565,0.93791434,-0.002358003,0.415232193,0.710490909,0.94047033,27865.21573,
,,,线性,,19.21102702,0.017935162,0.960664204,-0.002354707,0.569950403,0.743033139,0.934790716,26170.46191,
chronos2,weather,0,/,,248.1998264,0.025816956,0.487395924,0.001170128,0.460181028,0.818307964,0.925045726,47688.55182,
,,0.1,均值,,270.9954514,0.026535096,0.374137153,0.001058251,0.390940698,0.713338205,0.923883407,48555.39553,
,,,前项,,247.3865278,0.025902523,0.467361553,0.001192782,0.385445337,0.802976258,0.933692036,47716.94908,
,,,后向,,241.5853472,0.025452769,0.474548637,0.001055704,0.426676469,0.7892694,0.924852092,47683.51809,
,,,线性,,250.9946181,0.025936152,0.488351829,0.002050706,0.430970818,0.809006745,0.930221692,47063.06699,
,,0.2,均值,,310.3753472,0.028185077,0.321363245,0.00105437,0.305202601,0.669854248,0.933463041,48602.18042,
,,,前项,,268.1844097,0.026193687,0.455236432,0.001155324,0.36385093,0.778094348,0.926172881,47830.86675,
,,,后向,,250.1257118,0.025644188,0.452973854,0.001313948,0.354156781,0.726071271,0.936480911,47849.68795,
,,,线性,,241.8890625,0.024896007,0.468885536,0.001167131,0.404364713,0.785022694,0.936553538,46832.47251,
,,0.3,均值,,351.676875,0.030713039,0.356905485,0.000707484,0.403765499,0.547327629,0.904799172,44989.06952,
,,,前项,,274.0299826,0.026960403,0.539938421,0.001106825,0.409198252,0.736951777,0.93195796,44028.07513,
,,,后向,,277.0276563,0.026818356,0.516428484,0.001032905,0.470016893,0.768421166,0.927337463,44084.74032,
,,,线性,,281.9065278,0.026637594,0.60561284,0.001011846,0.548178399,0.783601024,0.925238048,41983.55275,
timesfm2p5,Australia_Solar_H,0,/,,80400986203,0.869016702,0.448924597,26.99683895,0.853232691,0.917909176,0.921141646,61667.87353,
,,0.1,均值,,86932552126,0.934237382,0.367673292,24.91708153,0.794010221,0.881129877,0.892655288,62752.56736,
,,,前项,,88784961827,0.918251945,0.420496347,25.8294637,0.747640622,0.877774083,0.90703645,62609.00318,
,,,后向,,87663600672,0.912205144,0.45851774,26.66533398,0.75410106,0.878992031,0.899562607,62675.08631,
,,,线性,,86943634409,0.926058538,0.43095712,25.91245377,0.758733848,0.875889352,0.91535549,62526.48429,
,,0.2,均值,,95005888275,0.982007933,0.232167866,23.74857227,0.702961869,0.834761358,0.89089427,63097.58401,
,,,前项,,94957793589,0.947372193,0.349500411,29.29075708,0.637052689,0.849256132,0.91456302,62950.46395,
,,,后向,,94524111877,0.95482038,0.37752017,28.15666346,0.635691301,0.856823552,0.914601699,62909.61399,
,,,线性,,94455054991,0.955505118,0.350687688,29.8082703,0.639029681,0.851727492,0.917999692,62814.99057,
,,0.3,均值,,92834655546,0.996358645,0.152045041,13.94742353,0.620704458,0.783062552,0.883772466,63455.43227,
,,,前项,,1.24E+11,1.003421697,0.378560856,22.00565442,0.533757705,0.762891221,0.906212544,63305.31827,
,,,后向,,1.03E+11,0.980925677,0.373641561,16.52708627,0.51738831,0.755266921,0.905652636,63268.36411,
,,,线性,,1.03E+11,0.988661678,0.349574987,18.62131756,0.526819627,0.707268407,0.916683162,63082.09529,
timesfm2p5,azure2019_U_5T,0,/,,2630.607986,1.30892512,0.106050206,0.016994057,0.221981896,0.634620574,0.324985935,8616.76028,
,,0.1,均值,,3073.25,1.334796566,0.116018822,0.017072779,0.240236881,0.635066822,0.286393601,8565.185236,
,,,前项,,3458.775,1.34667867,0.11945964,0.016987945,0.189625328,0.627522691,0.376969597,8582.596791,
,,,后向,,2946.059028,1.318900808,0.124684575,0.016736643,0.230695771,0.632001752,0.316090439,8573.559809,
,,,线性,,3364.600347,1.334466553,0.122018439,0.01683705,0.218852934,0.630190028,0.323612134,8565.132004,
,,0.2,均值,,2764.39184,1.32459649,0.10168901,0.015797907,0.194395173,0.658587828,0.385408888,8510.242191,
,,,前项,,3497.847917,1.353521983,0.243943889,0.029799548,0.191467642,0.612008836,0.408887325,8515.916732,
