基础模型,数据集,缺失率,填补方法,填补误差指标(SMAPE),预测误差指标（MSE[0.5]）,预测误差指标（sMAPE[0.5]）,回顾窗口指标,,,,,
,,,,,,,趋势强度,趋势线性度,季节强度,季节相关性,残差自相关性,谱熵
,,,kalman_struct,11.59004972,1989.533611,0.331366005,0.086339812,-0.004206435,0.760538988,0.937880682,0.868356475,18957.41791
,,,kalman_arima,14.090709448,2433.754167,0.370968871,0.085943658,-0.003690649,0.720629009,0.911678744,0.881895657,19088.27788
,,,gp_rbf,14.829966378,2555.733056,0.38161462,0.089389768,-0.003733472,0.696608363,0.898059135,0.876491749,19457.36585
,,,saits,8.628706121,1822.049306,0.309357522,0.099799913,-0.004482239,0.800727656,0.949200846,0.849118862,18992.1516
,,0.3,均值,22.010652924,2857.073333,0.426035834,0.124352361,-0.001351804,0.636535621,0.860870313,0.891842451,19499.54863
,,,前项,27.59408741,3713.005833,0.461759779,0.12997925,-0.001934575,0.429949129,0.835539406,0.929748079,19880.91779
,,,后向,26.359017372,3251.951667,0.437237074,0.126873156,-0.001924515,0.448820493,0.866756825,0.924971557,19868.03356
,,,线性,18.530224133,2535.115278,0.384450446,0.167215219,-0.002694504,0.675485563,0.917375102,0.915008258,18823.47257
,,,kalman_struct,16.721000481,2432.809722,0.375009775,0.116974906,-0.002135065,0.752916605,0.928296475,0.891840438,18784.63024
,,,kalman_arima,20.816441774,2735.883333,0.419483047,0.135142589,-0.001315437,0.662658558,0.881649833,0.907148215,18968.77518
,,,gp_rbf,21.865682077,3000.218889,0.441773124,0.142079609,-0.001432528,0.612654887,0.86150336,0.899192483,19484.19407
,,,saits,13.636332703,2070.356667,0.307032613,0.106894134,-0.003154895,0.765494837,0.933254697,0.867467553,18920.1529
sundial,NE_China_Wind_H,0,/,/,0.783317566,0.945960151,0.941431043,-0.000111514,0.153120857,0.636051981,0.953959823,2307.724781
,,0.1,均值,15.860865355,0.660129123,0.934277344,0.922804974,-7.67E-05,0.099639154,0.594461142,0.925562456,3690.344623
,,,前项,6.891206503,0.681260851,0.90132175,0.934384206,-0.000105845,0.108100404,0.537813965,0.926306669,3270.471092
,,,后向,6.890795201,0.715748766,0.906558143,0.914228187,-0.000130322,0.081862737,0.576120951,0.937693666,3275.942299
,,,线性,4.847643241,0.69993693,0.914834425,0.943860587,-0.000119305,0.128245668,0.553483872,0.954617767,2258.494763
,,,kalman_struct,5.8173659,0.752784051,0.939268358,0.94425164,-0.00012242,0.12221733,0.555108337,0.950718154,2257.857007
,,,kalman_arima,15.306398273,0.638040204,0.911941015,0.923336929,-7.34E-05,0.095312299,0.576687251,0.948756525,2810.778987
,,,gp_rbf,6.856195956,0.63660753,0.8631954,0.937731204,-0.000113072,0.12094303,0.571951922,0.942239103,2724.243464
,,,saits,6.932813287,0.655503464,0.887737646,0.940686558,-9.81E-05,0.174252354,0.682067076,0.93689592,2837.834323
,,0.2,均值,31.156837821,0.862019348,1.061246914,0.899241533,-9.53E-05,0.054491407,0.459847623,0.91639585,4069.509927
,,,前项,12.3093701,0.783196852,0.939665392,0.932931752,-0.000124842,0.083467261,0.479670241,0.944938678,2985.428822
,,,后向,10.621527284,0.813589478,0.985132006,0.929812223,-0.000104334,0.078862985,0.513280099,0.944403143,3177.02692
,,,线性,8.564829588,0.845461188,0.982991282,0.94252244,-0.000113054,0.100252054,0.530611947,0.959901167,2220.395042
,,,kalman_struct,10.972265929,0.798327637,0.937303161,0.943810032,-0.000110346,0.087151569,0.497829702,0.959640979,2244.458545
,,,kalman_arima,30.802343965,0.825406053,1.039253749,0.891517196,-9.02E-05,0.030164997,0.462872846,0.938152538,2738.635879
,,,gp_rbf,12.01186794,0.835951402,0.979154875,0.932450147,-0.000120605,0.091264291,0.448753434,0.944436345,2839.438705
,,,saits,11.734829873,0.749475776,0.929991866,0.938499365,-0.000116077,0.174229303,0.673121473,0.946422071,2953.237632
,,0.3,均值,48.959226608,0.907213932,1.187643433,0.853231496,-6.84E-05,0.031693555,0.365119833,0.90160302,4841.396956
,,,前项,21.064908803,0.979112159,1.048359172,0.925946586,-0.000145746,0.083819486,0.4165627,0.914013135,3904.247795
,,,后向,17.334219187,0.852187602,1.005249617,0.907521877,-7.34E-05,0.066482003,0.438656392,0.930918843,3968.455824
,,,线性,13.384404391,0.84941313,0.996447669,0.945113441,-0.000107916,0.108029839,0.384730101,0.961462045,2039.289499
,,,kalman_struct,16.142069757,0.881486257,1.007316207,0.942926416,-0.000110007,0.07721394,0.411419558,0.957185742,1999.203046
,,,kalman_arima,48.585580826,0.776608955,1.036420547,0.852735955,-7.40E-05,0.03878318,0.371946947,0.945837985,3304.82147
,,,gp_rbf,17.616840899,0.803679403,0.973523245,0.926127447,-0.000105632,0.083860819,0.364437368,0.932772691,3349.258775
,,,saits,17.512830496,0.705907313,0.885079589,0.939095421,-9.69E-05,0.17676462,0.726988883,0.919324016,3353.133522
sundial,OpenElectricity_NEM_5T,0,/,/,200300.5511,0.057935087,0.39359167,-0.022066811,0.935854177,0.972347677,0.920311555,21792.93875
,,0.1,均值,1.50578288,234484.7644,0.063347884,0.209886683,-0.017472388,0.82889241,0.951016924,0.947679188,23313.86398
,,,前项,1.157961615,228648.3022,0.061892734,0.224889547,-0.026295024,0.831889615,0.9623601,0.948077098,23168.78737
,,,后向,1.024420263,202703.5733,0.059519441,0.304906564,-0.009254144,0.888555924,0.961726555,0.935686129,23150.46886
,,,线性,0.405208193,210293.2978,0.059273088,0.37248041,-0.022401399,0.927466478,0.968789978,0.927282811,21666.38357
,,,kalman_struct,0.232512972,203282.0622,0.058386005,0.380457682,-0.026246149,0.93166299,0.970753491,0.926897702,21653.0319
,,,kalman_arima,1.43524458,252206.8267,0.064954878,0.216807429,-0.016997682,0.836227151,0.952279644,0.952987373,22319.00008
,,,gp_rbf,0.891514944,211520.8533,0.060027009,0.304816678,-0.02406781,0.886813909,0.964207226,0.93558501,22749.35886
,,,saits,0.77984226,225895.4844,0.061454231,0.309109527,-0.022251877,0.901497903,0.963391978,0.938472369,22017.57866
,,0.2,均值,2.775171649,308481.28,0.072903849,0.158288848,-0.028339048,0.696833081,0.907615958,0.94366934,23974.09783
,,,前项,2.226182845,265821.5822,0.067285809,0.219958586,-0.011564926,0.779478788,0.937735131,0.938363625,23738.14631
,,,后向,1.913985079,205607.9289,0.060910513,0.216593735,-0.028080315,0.800438993,0.942329845,0.951171049,23734.85846
,,,线性,0.784759371,224467.2,0.062276497,0.353823303,-0.017052245,0.904944198,0.966374795,0.945257914,21561.33255
,,,kalman_struct,0.46855791,216646.6133,0.061107345,0.37079245,-0.017685625,0.925582412,0.96984576,0.934738845,21518.22619
,,,kalman_arima,2.656129399,336726.7911,0.075956502,0.167566936,-0.024008728,0.711852535,0.912384637,0.950246568,22605.0648
,,,gp_rbf,2.399607202,276843.4311,0.069404717,0.198629453,-0.023063248,0.736355586,0.930679494,0.942595912,23670.52783
,,,saits,1.429354787,266999.2889,0.067649531,0.269702866,-0.017877957,0.854547543,0.960711153,0.952665068,22316.92582
,,0.3,均值,4.346548808,387827.3778,0.081978734,0.126210669,-0.005585726,0.613175876,0.826873241,0.936045988,24451.51376
,,,前项,2.878416717,277141.76,0.06786026,0.177423011,-0.008636828,0.771584099,0.911044451,0.933790321,24125.55854
,,,后向,3.000512379,237552.5511,0.065260641,0.169812761,-0.023421079,0.745587936,0.918157797,0.947201248,24082.65974
,,,线性,1.223031053,222254.6844,0.061453849,0.352809385,-0.026083515,0.90803886,0.961329543,0.943788025,21414.48036
,,,kalman_struct,0.717329334,202432.8178,0.05814882,0.361848191,-0.021911742,0.925217187,0.96927403,0.944322665,21350.73411
,,,kalman_arima,4.166973388,481344.7822,0.091668039,0.133231024,-0.009206906,0.634242184,0.839538337,0.952024526,22842.02688
,,,gp_rbf,3.915051711,325789.0844,0.076245504,0.178581208,-0.016086649,0.644020248,0.839416297,0.935473661,24183.79724
,,,saits,2.357746369,302869.76,0.072499959,0.254036618,-0.015612988,0.841679174,0.934151067,0.944172939,22506.39647
sundial,Port_Activity_D,0,/,/,29442721.56,1.341604637,0.012262213,-0.193041355,0.081056974,0.030605012,-0.046787789,14510.80203
,,0.1,均值,14.996660233,29163392.57,1.339416052,0.008602866,-0.009687007,0.093719894,0.03186632,-0.036724072,14450.12274
,,,前项,15.22864755,29553747.44,1.345095667,0.10629629,0.34467825,0.09481561,0.033349778,-0.027995374,14495.31249
,,,后向,13.332461675,29390581,1.348174009,0.029073501,-0.40462401,0.09203461,0.028633267,-0.036130181,14453.34264
,,,线性,15.666702271,29406506.86,1.344763274,0.046237095,-0.065618994,0.092788757,0.027655583,-0.034243338,14479.04242
,,,kalman_struct,19.460623423,28840670.25,1.34306495,0.108462096,-0.022031975,0.093087921,0.031219207,-0.034581985,14494.42796
,,,kalman_arima,14.991570791,28963134.58,1.338338359,0.008701894,-0.011161873,0.093790825,0.032040788,-0.036832127,14449.97687
,,,gp_rbf,16.15314134,28707025.35,1.343561738,0.027354166,-0.16527893,0.09355471,0.032326265,-0.037696501,14453.62328
,,,saits,15.876180013,28796442.55,1.341663958,0.014942903,-0.208622846,0.093099066,0.028549425,-0.03707469,14448.37479
,,0.2,均值,20.600628535,28899634.44,1.338144893,0.003645658,0.110283435,0.108694095,0.075738097,-0.031707016,14438.5536
,,,前项,20.974939982,30006197.67,1.342063621,0.293857387,0.408859966,0.100191312,0.03628463,-0.013818729,14507.57274
,,,后向,16.383092244,29452333.51,1.362903646,0.334653027,1.061777034,0.102912273,0.046371119,-0.016206832,14513.20002
,,,线性,22.186683655,29432624.17,1.348674316,0.304617062,0.750401261,0.102372082,0.045769271,-0.013149422,14513.37459
,,,kalman_struct,24.767729441,29688651.47,1.365421817,0.600778556,1.000057002,0.105737146,0.057189398,-0.015021779,14539.18199
,,,kalman_arima,20.567937215,29461144.46,1.341601994,0.005135404,0.088414163,0.108645935,0.069574482,-0.030720876,14440.57852
,,,gp_rbf,22.199988047,29099740.73,1.349892243,0.037526902,0.460252408,0.108818389,0.06523047,-0.035771012,14444.13776
,,,saits,24.449180603,28986324.01,1.355021251,0.043173469,0.12523951,0.114531,0.069669207,-0.032026358,14450.14111
,,0.3,均值,27.790870667,28507028.29,1.33850387,0,-0.501600949,0.105402934,0.041484,-0.0166441,14311.11622
,,,前项,27.533861796,29371924.48,1.370098922,0.064734721,0.100023898,0.098160505,0.031646776,0.000624651,14351.94042
,,,后向,27.870040894,29286700.37,1.358958695,0.118807077,-0.152523812,0.100118648,0.041676928,-0.018148756,14328.68774
,,,线性,30.086795807,29234371.7,1.365815701,0.053600128,0.01668059,0.100854747,0.033265329,-0.006682895,14336.22966
,,,kalman_struct,38.396432241,32510631.63,1.411004108,0.221927675,0.141713685,0.103831782,0.041686748,-0.011851178,14366.09393
,,,kalman_arima,27.835147858,29037745.49,1.339095783,0,-0.453911892,0.10337937,0.034467651,-0.015812753,14311.92383
,,,gp_rbf,28.791439056,29020848.73,1.339926108,0.057671433,-0.067841552,0.100407128,0.037659485,-0.020017828,14316.83844
,,,saits,36.606694539,29244639,1.36468459,0.051525057,0.198341708,0.102192657,0.038496897,-0.003669353,14342.11921
sundial,Supply_Chain_Customer_D,0,/,/,1124777474,0.370492622,0.431510108,11.93939278,0.727986548,0.909814324,0.094403399,14628.17348
,,0.1,均值,2.399383545,1234642898,0.393436144,0.426051398,12.42142167,0.72239341,0.797822514,0.124834542,14602.55242
,,,前项,2.325096766,1172826236,0.37908705,0.470780173,7.329185946,0.725574417,0.796474334,0.131708615,14598.96469
,,,后向,2.711104711,1201348280,0.386830874,0.512570595,4.33966028,0.723253573,0.803161994,0.123397637,14626.99154
,,,线性,2.537936529,1225336981,0.385535663,0.477630233,5.383976796,0.72508337,0.80758828,0.129331865,14610.40643
,,,kalman_struct,2.613193512,1197245435,0.384764072,0.56557383,1.44363187,0.72661723,0.800648805,0.124726331,14626.70406
,,,kalman_arima,2.339903514,1240316666,0.393469411,0.42560775,12.09546154,0.724053823,0.780851003,0.124167604,14600.55656
,,,gp_rbf,2.510349433,1211443737,0.387381292,0.474522458,10.23041486,0.727527179,0.792718446,0.118053525,14594.72852
,,,saits,2.460871061,1269714853,0.399069522,0.423557562,10.0472517,0.724821466,0.823240245,0.127162326,14604.04184
,,0.2,均值,6.986860911,1456957904,0.446169795,0.431808795,8.617579634,0.700468071,0.715179363,0.128497227,14625.9911
,,,前项,7.149454117,1376083179,0.422256357,0.473625328,-1.303477863,0.694347981,0.700582113,0.14113017,14629.62483
,,,后向,11.154636701,1505607947,0.44931071,0.650840959,27.87353311,0.696132967,0.728195285,0.143984105,14673.31557
,,,线性,7.211424351,1553388448,0.452721173,0.516464761,13.17520591,0.699149039,0.705976836,0.134078953,14641.50745
,,,kalman_struct,9.993469874,1615160255,0.46718627,0.650582113,15.9429286,0.700906568,0.698861387,0.121875238,14654.01101
,,,kalman_arima,6.839555422,1414389602,0.446936602,0.433420149,9.519200788,0.704319924,0.706951819,0.127675375,14617.15778
,,,gp_rbf,6.658725103,1482641220,0.454691682,0.511179429,19.61534433,0.704724535,0.748064456,0.110145764,14612.88662
,,,saits,6.212568442,1486500562,0.440398029,0.422341058,7.094064748,0.696446405,0.680369841,0.146214588,14621.76466
,,0.3,均值,13.918804169,1454078301,0.448136303,0.33672259,8.420652325,0.668684577,0.614482695,0.166182139,14551.42659
,,,前项,16.9868927,1379860189,0.406000072,0.60525503,26.19585033,0.634517137,0.659787937,0.260197087,14599.6355
,,,后向,15.958071391,1285434366,0.417407498,0.64084921,8.916927032,0.643529952,0.637695184,0.197298751,14626.08174
,,,线性,14.742713292,1450142743,0.424361391,0.502529833,19.12233892,0.630518667,0.601958033,0.244339427,14599.72324
,,,kalman_struct,18.035325368,1496259115,0.43951951,0.639042864,24.07827012,0.646876486,0.613192413,0.224308027,14618.27655
,,,kalman_arima,13.799615224,1473793180,0.452312682,0.339513624,9.504865728,0.673248142,0.6551425,0.19178813,14544.06106
,,,gp_rbf,13.471246719,1427448451,0.424650844,0.473747362,13.57399222,0.668631059,0.647971577,0.160229739,14533.24547
,,,saits,13.894016902,1500469536,0.440932245,0.352664449,11.17630915,0.669855989,0.701395512,0.171227889,14538.16407
sundial,Supply_Chain_Location_D,0,/,/,275695291.4,0.453055194,0.330535893,5.191970353,0.628741906,0.811415006,0.009072432,13936.21437
,,0.1,均值,4.929188569,340396605.4,0.503984827,0.326481647,4.01850133,0.628295625,0.725699127,0.057873996,13893.91019
,,,前项,8.262687683,329868950.9,0.496015354,0.478894617,2.786023501,0.630000439,0.714604615,0.052649774,13931.60062
,,,后向,5.988376141,324239991.1,0.502430375,0.561916847,6.619786362,0.630691014,0.716498313,0.051255532,13941.36853
,,,线性,5.44144551,333701884.6,0.505385019,0.487156482,4.320533951,0.631068047,0.711277173,0.053797807,13936.73572
,,,kalman_struct,5.710857232,313438007.8,0.478197622,0.711096797,4.708965874,0.633930135,0.708942401,0.047711457,13976.21028
,,,kalman_arima,4.96359841,343685444.6,0.514542373,0.332369356,4.048560472,0.630306314,0.721159182,0.054199122,13896.46018
,,,gp_rbf,4.809532166,335405286.6,0.509528442,0.41377913,4.771301885,0.63068593,0.717323674,0.044786467,13902.48783
,,,saits,4.744030317,323056216.7,0.49018606,0.314882687,3.260199763,0.623963496,0.719451772,0.064830716,13905.2984
,,0.2,均值,11.621167501,350485702.7,0.51168457,0.343291104,2.831326005,0.632992928,0.661632138,0.028337383,13884.39159
,,,前项,13.824610392,358114263,0.504204554,0.376941304,3.199482257,0.626056376,0.659546836,0.043551098,13908.41367
,,,后向,14.772125244,339648475.6,0.507156033,0.541023969,8.414824015,0.632498546,0.661617647,0.044430554,13938.97295
,,,线性,12.48411878,355901088,0.516958731,0.420057762,5.475216759,0.629769266,0.64577937,0.045815426,13916.03464
,,,kalman_struct,15.98935318,361216057.6,0.517865877,0.485177424,3.42671615,0.631593057,0.632927871,0.035212105,13931.06895
,,,kalman_arima,11.53085645,339570851.8,0.511430111,0.347459926,2.945731258,0.636351147,0.683448414,0.034027539,13879.75683
,,,gp_rbf,14.543154399,346418538.6,0.521493864,0.437793904,2.942740502,0.634374402,0.66091133,0.031121044,13889.9243
,,,saits,11.797908147,340643409.2,0.504507464,0.335046883,4.105157986,0.628734549,0.662146943,0.043635179,13896.13727
,,0.3,均值,11.409022331,346198677.4,0.518516981,0.280395783,0.580386116,0.586580971,0.543301561,0.069079636,13868.01956
,,,前项,12.370419184,346604466.6,0.505477205,0.416333832,7.677559934,0.575671402,0.58390286,0.084250771,13892.46729
,,,后向,14.001979192,330506058,0.481173729,0.406307469,6.584728234,0.57400265,0.607701706,0.087989505,13903.98718
,,,线性,11.800827026,342714225.4,0.498871166,0.390742726,6.853492956,0.575888421,0.586353286,0.084882168,13890.52428
,,,kalman_struct,18.001281102,365948072.4,0.492826772,0.600546027,11.0459164,0.578951318,0.573102392,0.073338244,13915.32526
,,,kalman_arima,11.310880025,352462608.3,0.530922583,0.274725453,1.234570551,0.592581924,0.548780853,0.06919799,13869.44824
,,,gp_rbf,11.24921004,343800618.1,0.531100729,0.357256294,2.545900743,0.581671213,0.570727668,0.071388384,13867.35666
,,,saits,11.400794029,353462881.8,0.51797069,0.280779666,2.148059751,0.580267451,0.580725711,0.073838694,13871.67578
sundial,Water_Quality_Darwin_15T,0,/,/,19.61646864,0.019681374,0.876116903,-0.001548659,0.751991973,0.782310062,0.889434014,7734.970187
,,0.1,均值,0.560923405,17.34941135,0.018687369,0.559755284,-0.001557775,0.309893517,0.695999138,0.954170417,9383.690684
,,,前项,0.129176868,19.581368,0.019624019,0.839152927,-0.001526877,0.627399797,0.76380605,0.920157357,7993.07601
,,,后向,0.128294337,17.88932563,0.018740283,0.850186701,-0.001552919,0.672116181,0.747953124,0.912960974,7999.112304
,,,线性,0.086860019,20.51728244,0.020439686,0.877028671,-0.001549814,0.715859382,0.773053909,0.90013632,7665.264132
,,,kalman_struct,0.101536616,20.00659315,0.019743939,0.860216378,-0.001553213,0.695588974,0.776909291,0.911283684,7679.121906
,,,kalman_arima,0.55583935,18.37127143,0.019172504,0.56255993,-0.001554606,0.312439401,0.696810146,0.959986753,8777.470561
,,,gp_rbf,0.11356816,19.49796956,0.019835752,0.870394859,-0.001542149,0.705911741,0.742465425,0.901553078,7910.882692
,,,saits,0.124979723,20.58661567,0.020695466,0.870644091,-0.001520144,0.704722755,0.751242122,0.899421256,7846.6208
,,0.2,均值,0.904009324,23.74743381,0.02268014,0.474939501,-0.001390007,0.251685625,0.648957165,0.935024755,10034.70122
,,,前项,0.276449661,16.63800184,0.017720466,0.7935562,-0.001614451,0.483868279,0.688380212,0.939243067,8187.580275
,,,后向,0.289917914,17.14681261,0.018422957,0.828946939,-0.001594419,0.508482024,0.660737746,0.919020111,8186.992855
,,,线性,0.195568101,20.0694241,0.019930138,0.855483877,-0.001578443,0.62280665,0.725746819,0.923398633,7539.724557
,,,kalman_struct,0.219360337,19.38800727,0.019464025,0.816691906,-0.001584154,0.568984437,0.735981252,0.944178531,7571.393853
,,,kalman_arima,0.911090487,26.47599826,0.023822045,0.47775996,-0.001385838,0.256893169,0.660350108,0.936780677,9282.15462
,,,gp_rbf,0.239654615,17.76452772,0.018767153,0.848749635,-0.001569775,0.578757524,0.681744038,0.901469195,8066.174497
,,,saits,0.243358724,20.14675836,0.020631048,0.859685818,-0.001563318,0.606667055,0.72322644,0.903879461,7956.767115
,,0.3,均值,1.613059267,24.77473145,0.024593827,0.348781901,-0.001015087,0.117427914,0.559913691,0.949091864,10393.04313
,,,前项,0.408469898,17.67253961,0.018829151,0.765527545,-0.001577582,0.366853367,0.68302717,0.947348392,8424.936523
,,,后向,0.423340187,16.669104,0.017974313,0.784831423,-0.001553824,0.420001216,0.697732198,0.941799447,8391.924688
,,,线性,0.290606863,18.20236274,0.018414676,0.835887218,-0.001536693,0.549622945,0.746766542,0.937020686,7449.984059
,,,kalman_struct,0.36356329,17.79775391,0.017910195,0.808416793,-0.001534358,0.545939633,0.754863698,0.956615028,7476.59327
,,,kalman_arima,1.595935695,26.62525228,0.025463614,0.351832989,-0.001020833,0.120096417,0.557534962,0.956929515,9554.322929
,,,gp_rbf,0.335307295,15.89709473,0.01760453,0.825356474,-0.001584867,0.50182,0.642374933,0.91614112,8204.078904
,,,saits,0.364574085,17.51725532,0.0190306,0.853868946,-0.001521504,0.527039176,0.674665579,0.914527349,8213.103575
