基础模型,数据集,缺失率,填补方法,填补误差指标(SMAPE),预测误差指标（MSE[0.5]）,预测误差指标（sMAPE[0.5]）,回顾窗口指标,,,,,,预测窗口指标,,,,,
,,,,,,,趋势强度,趋势线性度,季节强度,季节相关性,残差自相关性,谱熵,趋势强度,趋势线性度,季节强度,季节相关性,残差自相关性,谱熵
,,,kalman_struct,5.8173659,2.782148743,1.097459906,0.9547252,-0.0002584,0.115129755,0.511633334,0.94316006,3791.724608,0.954621885,-0.000409928,0.06113338,0.088647405,0.927853655,-632.6286301
,,,kalman_arima,15.30639827,2.166867235,1.011068383,0.932773968,-0.000206425,0.07335124,0.548136745,0.943914332,4512.091359,0.954328109,-0.000699335,0.043355713,0.100366323,0.941548468,-375.3040244
,,,gp_rbf,6.856195956,2.634664578,1.075779185,0.947438505,-0.000252041,0.109644153,0.535667154,0.94021683,4320.371622,0.959576994,-0.000391226,0.019915216,0.10653517,0.920861121,-369.2924878
,,,saits,6.932813287,2.565878296,1.06536645,0.949597486,-0.000238756,0.151303221,0.627658065,0.93385162,4519.993093,0.959099695,-0.00051092,0.001905293,0.089013975,0.952089334,-276.4724774
,,0.2,均值,31.15683782,1.945480008,1.009143155,0.91608096,-0.000201842,0.05505272,0.443202229,0.918418325,5969.545579,0.944124649,-0.000265231,0.064361492,0.117413389,0.902960801,-248.9578592
,,0.2,前项,12.3093701,3.413186985,1.126223332,0.944855164,-0.000268865,0.074740675,0.467689282,0.946201578,4584.632859,0.989136539,-0.00063448,0.021195018,0.09631626,0.945424274,-623.7949176
,,0.2,后向,10.62152728,3.308584934,1.139094365,0.942747412,-0.000244099,0.068022622,0.492054727,0.945004101,4677.746527,0.958895429,-0.000469545,0.001270769,0.09093455,0.946370965,-413.0479993
,,0.2,线性,8.564829588,2.983885023,1.118481061,0.953616383,-0.000256102,0.092910615,0.490578019,0.959016194,3469.065149,0.965956694,-0.000560437,0.036269745,0.144757673,0.938790032,-434.1230628
,,,kalman_struct,10.97226593,3.296285672,1.140883832,0.954956439,-0.000259072,0.079925036,0.466556392,0.9592695,3467.837821,0.947453737,-0.000542691,0.104163083,0.102657158,0.819196949,-470.1537771
,,,kalman_arima,30.80234397,1.898201836,1.006596468,0.913356195,-0.000197691,0.03504461,0.452653163,0.941000245,4235.232684,0.822729848,-0.00022542,0.001994252,0.130701218,0.941246202,-270.5362597
,,,gp_rbf,12.01186794,3.399358453,1.146609708,0.945659718,-0.000259713,0.084049486,0.422028207,0.94206383,4322.417439,0.956107931,-0.000544107,0.018613077,0.105881022,0.953901127,-603.2615296
,,,saits,11.73482987,3.02639974,1.103788032,0.950571586,-0.000250177,0.16916202,0.660130043,0.946302258,4416.667201,0.918002973,-0.000442211,0.071321014,0.10901385,0.90230901,-588.9349636
,,0.3,均值,48.95922661,1.046611955,0.877546555,0.866183155,-0.000167282,0.0291073,0.3381829,0.902316894,7142.293259,0.973067122,-0.00022696,0.117742319,0.102232455,0.915367317,-992.555491
,,0.3,前项,21.0649088,3.263723077,1.127511255,0.936980536,-0.000270927,0.071741372,0.372257759,0.913572652,5919.101093,0.946496631,-0.000385654,0.085059295,0.096463374,0.860486914,-433.6800624
,,0.3,后向,17.33421919,2.837160238,1.067468263,0.922557846,-0.000222831,0.064434878,0.423659756,0.931023498,6023.262379,0.936036677,-0.000589745,0.000400072,0.120375698,0.931457469,-668.728102
,,0.3,线性,13.38440439,2.957212999,1.108338331,0.954277021,-0.000246854,0.090486423,0.343963027,0.963570207,3570.109836,0.929442788,-0.000312656,2.17E-05,0.113641061,0.934169153,-532.0375635
,,,kalman_struct,16.14206976,2.552522108,1.076596001,0.952491607,-0.000252122,0.064433859,0.369363141,0.958233818,3595.780131,0.959970465,-0.000264455,0.112258166,0.088356692,0.822815921,-545.8854808
,,,kalman_arima,48.58558083,1.058973524,0.884852406,0.878271519,-0.000173083,0.03594145,0.340957281,0.942444087,5088.978436,0.970292361,-0.000223568,0.003556922,0.116485995,0.916208555,-1054.225425
,,,gp_rbf,17.6168409,3.542327542,1.116715355,0.937321539,-0.000243435,0.079518064,0.340152389,0.935393714,5247.420802,0.859388006,-0.000264349,0.06905491,0.094306026,0.906795293,-432.1263148
,,,saits,17.5128305,3.751133219,1.131111852,0.949118879,-0.000236419,0.161655877,0.717458169,0.919287839,5222.748766,0.917733052,-0.000432904,0.000531049,0.074861145,0.941627219,-504.0597898
visiontspp,OpenElectricity_NEM_5T,0,/,/,969692.0178,0.137754691,0.452951981,-0.032201773,0.930795018,0.9684397,0.929239478,31025.62623,0.36325265,-0.095699104,0.910886842,0.785315258,0.901664704,3590.102229
,,0.1,均值,1.50578288,911805.8667,0.133569225,0.25200538,-0.031516533,0.830345245,0.958053738,0.952897525,33115.96624,0.350158812,-0.107293738,0.871974813,0.649103921,0.892219993,3610.428637
,,0.1,前项,1.157961615,952043.9467,0.136635129,0.25644535,-0.037865241,0.826225091,0.958798415,0.951951223,33000.45308,0.335022385,-0.126894214,0.886565853,0.755696017,0.935530926,3625.592738
,,0.1,后向,1.024420263,957036.5156,0.135120474,0.341824288,-0.033343654,0.878364345,0.959475653,0.935987071,32970.44031,0.37523718,-0.114414422,0.926739193,0.715209999,0.873461179,3763.627256
,,0.1,线性,0.405208193,980661.1911,0.137841864,0.435870667,-0.035204441,0.923312628,0.965134443,0.934813737,30852.70235,0.344255908,-0.099236831,0.918383123,0.752353334,0.889657975,3476.092015
,,,kalman_struct,0.232512972,981904.0711,0.138142169,0.43824871,-0.034706929,0.925874841,0.965791113,0.929945463,30832.07724,0.349684444,-0.099238206,0.919772199,0.785232927,0.89409309,3537.439402
,,,kalman_arima,1.43524458,929776.7111,0.134952863,0.261204252,-0.031756556,0.837673647,0.958737821,0.959282665,31740.56009,0.364277458,-0.110151355,0.881498585,0.687348197,0.868305258,3552.744373
,,,gp_rbf,0.891514944,940203.8044,0.135695474,0.358561326,-0.037640695,0.884341726,0.965328149,0.94088247,32384.87412,0.328181602,-0.095069716,0.924623571,0.702556786,0.843116679,3555.498089
,,,saits,0.77984226,968073.8844,0.137728298,0.368108243,-0.034621484,0.899462269,0.965775164,0.943194524,31327.56533,0.343379591,-0.091079112,0.915377075,0.757347239,0.918109289,3483.434558
,,0.2,均值,2.775171649,956697.1022,0.136904803,0.192227156,-0.028838268,0.692745752,0.919151999,0.945417718,33943.31758,0.441594941,-0.105827109,0.77884005,0.725169135,0.935631906,3284.783257
,,0.2,前项,2.226182845,951915.52,0.1357439,0.262080511,-0.033718263,0.778849066,0.944992207,0.944351535,33626.67599,0.282518757,-0.127567687,0.897678122,0.740507,0.939825848,3867.435696
,,0.2,后向,1.913985079,987766.8267,0.138968868,0.272730359,-0.033715478,0.800413206,0.948897245,0.949817028,33592.34409,0.330148619,-0.121358333,0.89710921,0.67115189,0.885576732,3801.287852
,,0.2,线性,0.784759371,969659.3067,0.137826929,0.41750196,-0.03006098,0.901260537,0.965943811,0.948757082,30723.06485,0.338841506,-0.084285876,0.929101516,0.788028823,0.870418682,3917.376848
,,,kalman_struct,0.46855791,982616.6044,0.138263712,0.431992941,-0.028326742,0.920495848,0.967281412,0.939146326,30673.20063,0.297708361,-0.087413991,0.926297915,0.772277546,0.915681939,3670.990614
,,,kalman_arima,2.656129399,945305.5289,0.135834283,0.201497757,-0.026492483,0.709290661,0.924836208,0.955082108,32122.05431,0.4243763,-0.100780282,0.807413243,0.74066373,0.930322128,3322.634779
,,,gp_rbf,2.399607202,990682.5244,0.138114575,0.24925711,-0.030731154,0.736072306,0.929481052,0.943100394,33525.21654,0.399274283,-0.0803511,0.858251252,0.700750752,0.928533322,3532.435792
,,,saits,1.429354787,955444.7644,0.136839119,0.321280038,-0.031812052,0.85085932,0.958698265,0.949310167,31725.71893,0.365821064,-0.069199123,0.888343106,0.787684998,0.948117107,3684.984088
,,0.3,均值,4.346548808,978929.2089,0.135905134,0.15526212,-0.021543947,0.608402272,0.827545852,0.941730017,34598.6221,0.588266041,-0.166726357,0.763502671,0.596915262,0.953137596,3392.844859
,,0.3,前项,2.878416717,942933.0489,0.131380693,0.225805357,-0.025718058,0.774141576,0.920708599,0.938796892,34122.69035,0.468813761,-0.120239139,0.898869084,0.739481498,0.935978228,3903.151612
,,0.3,后向,3.000512379,962523.8756,0.133657003,0.215605429,-0.040140138,0.745775708,0.921663375,0.950438351,34127.73512,0.266961532,-0.029955473,0.937638138,0.735291416,0.871656502,3786.013534
,,0.3,线性,1.223031053,978300.7289,0.137355547,0.405261317,-0.032725826,0.902369637,0.959169826,0.943179478,30490.08571,0.312632275,-0.047155549,0.961192653,0.785315625,0.896187692,3832.046001
,,,kalman_struct,0.717329334,961518.08,0.137348809,0.42011603,-0.030975781,0.920941702,0.96956821,0.945691825,30396.731,0.347920372,-0.07404337,0.935636755,0.777019971,0.917799208,3655.615887
,,,kalman_arima,4.166973388,982347.3778,0.134999367,0.16394007,-0.023157254,0.628032877,0.840489113,0.955976209,32300.10613,0.575373936,-0.15539236,0.763820484,0.624620537,0.941917029,3432.365591
,,,gp_rbf,3.915051711,972039.7511,0.132692788,0.227243746,-0.034245114,0.650590395,0.835817084,0.936608653,34226.11543,0.504135444,-0.140782866,0.808780804,0.648555364,0.93627921,3532.225704
,,,saits,2.357746369,964907.3067,0.134551032,0.297739053,-0.029900855,0.833936205,0.930756063,0.949023544,31967.49499,0.345361047,-0.040804621,0.93716527,0.826170085,0.900054853,3496.180945
visiontspp,Port_Activity_D,0,/,/,33525772.14,1.583668055,0.012262213,-0.193041355,0.081056974,0.030605012,-0.046787789,14510.80203,0.931903441,-1.163174189,0.994494286,0.983369361,0.186146032,3553.372926
,,0.1,均值,14.99666023,32815022.08,1.529916537,0.008602866,-0.009687007,0.093719894,0.03186632,-0.036724072,14450.12274,0.887594493,-1.108605937,0.992632197,0.980350369,0.041426144,3539.138609
,,0.1,前项,15.22864755,33286189.51,1.565584476,0.10629629,0.34467825,0.09481561,0.033349778,-0.027995374,14495.31249,0.945808709,-1.437777859,0.994397564,0.965193084,0.146799233,3562.046092
,,0.1,后向,13.33246168,34634799.03,1.635929632,0.029073501,-0.40462401,0.09203461,0.028633267,-0.036130181,14453.34264,0.934902424,-1.268931422,0.99530198,0.982094813,0.040282226,3551.217087
,,0.1,线性,15.66670227,33813699.7,1.603918121,0.046237095,-0.065618994,0.092788757,0.027655583,-0.034243338,14479.04242,0.93733812,-1.392304487,0.994091762,0.975486846,0.168179909,3562.526451
,,,kalman_struct,19.46062342,34507349.71,1.655152755,0.108462096,-0.022031975,0.093087921,0.031219207,-0.034581985,14494.42796,0.935619331,-1.350400619,0.991753298,0.968587132,0.146390756,3569.668846
,,,kalman_arima,14.99157079,32818180.55,1.53009616,0.008701894,-0.011161873,0.093790825,0.032040788,-0.036832127,14449.97687,0.88769341,-1.10854042,0.992621751,0.980300151,0.041371616,3538.91773
,,,gp_rbf,16.15314134,33507598.03,1.573554237,0.027354166,-0.16527893,0.09355471,0.032326265,-0.037696501,14453.62328,0.905624938,-1.105404412,0.993140313,0.98147047,0.106328337,3537.279598
,,,saits,15.87618001,33773662.06,1.596239316,0.014942903,-0.208622846,0.093099066,0.028549425,-0.03707469,14448.37479,0.876978068,-1.079529791,0.991218394,0.979662895,0.123391292,3533.018483
,,0.2,均值,20.60062854,31833923.89,1.490997563,0.003645658,0.110283435,0.108694095,0.075738097,-0.031707016,14438.5536,0.936759391,-0.827977488,0.998226747,0.990374642,0.126771302,3555.43203
,,0.2,前项,20.97493998,32136994.51,1.523762111,0.293857387,0.408859966,0.100191312,0.03628463,-0.013818729,14507.57274,0.961290397,-1.936238425,0.993988808,0.97386576,0.309291726,3607.861545
,,0.2,后向,16.38309224,39082496.76,1.842923821,0.334653027,1.061777034,0.102912272,0.046371119,-0.016206832,14513.20002,0.916180523,-0.1334466,0.995012658,0.971806468,0.312257375,3492.185011
,,0.2,线性,22.18668366,34127611.07,1.636196943,0.304617062,0.750401261,0.102372082,0.045769271,-0.013149422,14513.37459,0.966950042,-0.964735758,0.996417529,0.967475187,0.177380291,3511.336245
,,,kalman_struct,24.76772944,37021802.19,1.769958914,0.600778556,1.000057002,0.105737146,0.057189398,-0.015021779,14539.18199,0.939064211,0.057822938,0.990294564,0.964125644,0.204933114,3481.892546
,,,kalman_arima,20.56793722,31471898.17,1.472197576,0.005135404,0.088414163,0.108645935,0.069574482,-0.030720876,14440.57852,0.938061859,-0.911069081,0.998131185,0.99026103,0.125249583,3576.064935
,,,gp_rbf,22.19998805,34290680.41,1.641597745,0.037526902,0.460252408,0.108818389,0.06523047,-0.035771012,14444.13776,0.909086102,-0.495633433,0.996980368,0.985423232,0.175548231,3586.010042
,,,saits,24.4491806,37084838.12,1.777943464,0.043173469,0.12523951,0.114531,0.069669207,-0.032026358,14450.14111,0.960133954,-0.4952694,0.996561095,0.986016856,0.108203036,3517.260315
,,0.3,均值,27.79087067,30871312.31,1.435981098,0,-0.501600949,0.105402934,0.041484,-0.0166441,14311.11622,0.740718239,-0.461466277,0.990818366,0.985399011,-0.047553681,3496.384979
,,0.3,前项,27.5338618,32941366.99,1.540212471,0.064734721,0.100023898,0.098160505,0.031646776,0.000624651,14351.94042,0.772789698,-0.866133578,0.992074441,0.937517384,-0.145144531,3538.949969
,,0.3,后向,27.87004089,34904467.53,1.6608869,0.118807077,-0.152523812,0.100118648,0.041676928,-0.018148756,14328.68774,0.944695661,-2.122332133,0.993973913,0.961757161,0.043984185,3591.151091
,,0.3,线性,30.08679581,33001365.81,1.549847693,0.053600128,0.01668059,0.100854747,0.033265329,-0.006682895,14336.22966,0.942878589,-1.327005338,0.995438677,0.98074801,-0.028466494,3520.066534
,,,kalman_struct,38.39643224,33793747.63,1.603023258,0.221927675,0.141713685,0.103831782,0.041686748,-0.011851178,14366.09393,0.891555373,-0.965381999,0.98405305,0.967052421,0.090782045,3591.824315
,,,kalman_arima,27.83514786,31046830.46,1.444713685,0,-0.453911892,0.10337937,0.034467651,-0.015812753,14311.92383,0.752319189,-0.463322038,0.991865085,0.984660022,-0.05285642,3486.483499
,,,gp_rbf,28.79143906,31597263.08,1.48042525,0.057671433,-0.067841552,0.100407128,0.037659485,-0.020017828,14316.83844,0.924384601,-1.93390224,0.992725141,0.964323226,-0.010936023,3606.208937
,,,saits,36.60669454,37068005.07,1.767320568,0.051525057,0.198341708,0.102192657,0.038496897,-0.003669353,14342.11921,0.845007503,-0.938088096,0.984892422,0.976865735,0.008912865,3496.102716
visiontspp,Supply_Chain_Customer_D,0,/,/,2136669334,0.92524549,0.431510108,11.93939278,0.727986548,0.909814323,0.094403399,14628.17348,0.982520285,3.359660319,0.999120358,0.996003951,0.311386068,5498.069372
,,0.1,均值,2.399383545,1860808018,0.909905428,0.426051398,12.42142167,0.72239341,0.797822514,0.124834542,14602.55242,0.982739399,-9.849744056,0.99948108,0.998254781,0.365221806,5441.901822
,,0.1,前项,2.325096766,1931515634,0.97458489,0.470780173,7.329185946,0.725574417,0.796474334,0.131708615,14598.96469,0.981259988,-11.84565358,0.999062337,0.996953652,0.448946598,5458.815373
,,0.1,后向,2.711104711,2302976983,1.055804003,0.512570595,4.33966028,0.723253573,0.803161993,0.123397637,14626.99154,0.969579483,-20.35444273,0.999259988,0.998026016,0.302401528,5473.828306
,,0.1,线性,2.537936529,2210839775,1.058932572,0.477630232,5.383976796,0.72508337,0.80758828,0.129331865,14610.40643,0.980573962,-18.72131229,0.999171591,0.997418695,0.358697678,5467.094727
,,,kalman_struct,2.613193512,2322157574,1.039248373,0.56557383,1.44363187,0.72661723,0.800648805,0.124726331,14626.70406,0.973386847,-24.88526327,0.999191892,0.99757737,0.33459008,5494.987839
,,,kalman_arima,2.339903514,1878347005,0.909244555,0.42560775,12.09546154,0.724053823,0.780851003,0.124167604,14600.55656,0.982378628,-9.452445818,0.99947726,0.998216002,0.356383159,5439.410065
,,,gp_rbf,2.510349433,1983478594,0.943531337,0.474522458,10.23041486,0.727527179,0.792718446,0.118053525,14594.72852,0.983804541,-3.086008274,0.999296184,0.997922401,0.36697054,5453.12969
,,,saits,2.460871061,1914975901,0.929797102,0.423557562,10.0472517,0.724821466,0.823240245,0.127162326,14604.04184,0.981740075,-7.760860508,0.999458535,0.998296717,0.313762096,5427.040519
,,0.2,均值,6.986860911,1584860292,0.831531853,0.431808795,8.617579634,0.700468071,0.715179363,0.128497227,14625.9911,0.950975697,-6.561626281,0.999483974,0.998353741,0.219990369,5367.447518
,,0.2,前项,7.149454117,1851394719,0.953346299,0.473625328,-1.303477863,0.694347981,0.700582113,0.14113017,14629.62483,0.885591166,17.64987921,0.99909526,0.997930797,0.33140167,5375.855586
,,0.2,后向,11.1546367,2000967677,0.93217051,0.650840959,27.87353311,0.696132967,0.728195285,0.143984105,14673.31557,0.973816057,-56.97620829,0.998743916,0.979187926,0.261388586,5496.2923
,,0.2,线性,7.211424351,1513857327,0.848111517,0.516464761,13.17520591,0.699149039,0.705976836,0.134078953,14641.50745,0.985653831,-4.151895096,0.9991383,0.996778395,0.31383518,5409.728161
,,,kalman_struct,9.993469874,1661971988,0.87743396,0.650582113,15.9429286,0.700906568,0.698861387,0.121875238,14654.01101,0.98495249,-25.25480425,0.998437342,0.997197677,0.200586826,5465.605754
,,,kalman_arima,6.839555422,1563934113,0.831144753,0.433420149,9.519200788,0.704319924,0.706951819,0.127675375,14617.15778,0.914682252,-2.42387471,0.998965921,0.998321632,0.257693825,5362.194041
,,,gp_rbf,6.658725103,1612691732,0.825016697,0.511179429,19.61534433,0.704724535,0.748064456,0.110145764,14612.88662,0.979345243,-14.71341252,0.999407295,0.996622779,0.277375902,5407.311155
,,,saits,6.212568442,1622717187,0.877963904,0.422341058,7.094064748,0.696446405,0.680369841,0.146214588,14621.76466,0.893083245,9.164467476,0.99897658,0.997643154,0.29112916,5321.516187
,,0.3,均值,13.91880417,1554315079,0.824125257,0.33672259,8.420652325,0.668684577,0.614482695,0.166182139,14551.42659,0.863967121,3.654590505,0.999511424,0.999171418,0.252426029,5342.021099
,,0.3,前项,16.9868927,1995668873,0.969594415,0.60525503,26.19585033,0.634517137,0.659787937,0.260197087,14599.6355,0.973400063,-63.39421458,0.999039049,0.996703958,0.28339389,5392.715122
,,0.3,后向,15.95807139,1837544195,0.901493038,0.64084921,8.916927032,0.643529952,0.637695184,0.197298751,14626.08174,0.960853195,4.271074176,0.999508557,0.998500405,0.341851993,5393.899576
,,0.3,线性,14.74271329,1602175583,0.892893713,0.502529833,19.12233892,0.630518667,0.601958033,0.244339427,14599.72324,0.958780763,-25.07601644,0.999445397,0.998664352,0.384616788,5360.586354
,,,kalman_struct,18.03532537,1755603611,0.898242296,0.639042864,24.07827012,0.646876486,0.613192413,0.224308027,14618.27655,0.939382741,-25.29046181,0.999549459,0.998949732,0.329808524,5378.858436
,,,kalman_arima,13.79961522,1540209596,0.827728873,0.339513624,9.504865728,0.673248142,0.6551425,0.19178813,14544.06106,0.870080404,3.622141704,0.999491002,0.999092766,0.287458066,5339.555619
,,,gp_rbf,13.47124672,1450719460,0.853923346,0.473747362,13.57399222,0.668631059,0.647971577,0.160229739,14533.24547,0.984158198,8.326480953,0.999069603,0.99612654,0.375650219,5399.731818
,,,saits,13.8940169,1508657070,0.857352445,0.352664449,11.17630915,0.669855989,0.701395512,0.171227889,14538.16407,0.927156946,-3.684194193,0.999596806,0.998576675,0.264249542,5330.678132
visiontspp,Supply_Chain_Location_D,0,/,/,490794006.8,0.945825171,0.330535892,5.191970353,0.628741906,0.811415006,0.009072432,13936.21437,0.982886814,-8.478809956,0.999492868,0.995486428,0.210945597,5116.119752
,,0.1,均值,4.929188569,477092371,0.969259935,0.326481647,4.01850133,0.628295625,0.725699127,0.057873996,13893.91019,0.925711772,-8.872184968,0.999513989,0.997820982,0.158236216,5059.869922
